date;activity
11-Mar-2008 09:00:48;use toilet start
11-Mar-2008 09:02:16;use toilet end
11-Mar-2008 09:15:39;use toilet start
11-Mar-2008 09:18:24;use toilet end
11-Mar-2008 09:18:39;take shower start
11-Mar-2008 09:29:06;take shower end
11-Mar-2008 09:33:30;leave house start
11-Mar-2008 17:57:51;leave house end
11-Mar-2008 17:58:06;prepare Dinner start
11-Mar-2008 18:12:51;prepare Dinner end
11-Mar-2008 18:16:03;get drink start
11-Mar-2008 18:16:30;get drink end
11-Mar-2008 18:29:55;use toilet start
11-Mar-2008 18:30:44;use toilet end
11-Mar-2008 18:34:58;leave house start
11-Mar-2008 20:42:25;leave house end
11-Mar-2008 20:48:10;get drink start
11-Mar-2008 20:53:15;get drink end
11-Mar-2008 21:13:48;get drink start
11-Mar-2008 21:14:13;get drink end
11-Mar-2008 21:51:58;use toilet start
11-Mar-2008 21:53:05;use toilet end
11-Mar-2008 21:53:31;go to bed start
12-Mar-2008 08:41:25;go to bed end
12-Mar-2008 03:04:57;use toilet start
12-Mar-2008 03:05:53;use toilet end
12-Mar-2008 08:41:34;use toilet start
12-Mar-2008 08:42:59;use toilet end
12-Mar-2008 09:48:38;prepare Breakfast start
12-Mar-2008 09:52:20;prepare Breakfast end
12-Mar-2008 09:59:25;get drink start
12-Mar-2008 09:59:52;get drink end
12-Mar-2008 11:02:09;use toilet start
12-Mar-2008 11:04:34;use toilet end
12-Mar-2008 11:09:40;leave house start
12-Mar-2008 12:21:38;leave house end
12-Mar-2008 12:41:17;take shower start
12-Mar-2008 12:47:05;take shower end
12-Mar-2008 12:54:00;leave house start
13-Mar-2008 00:53:38;leave house end
13-Mar-2008 01:18:35;use toilet start
13-Mar-2008 01:21:26;use toilet end
13-Mar-2008 01:23:57;go to bed start
13-Mar-2008 08:22:11;go to bed end
13-Mar-2008 06:28:01;use toilet start
13-Mar-2008 06:29:10;use toilet end
13-Mar-2008 08:22:18;use toilet start
13-Mar-2008 08:23:02;use toilet end
13-Mar-2008 09:19:47;prepare Breakfast start
13-Mar-2008 09:21:16;prepare Breakfast end
13-Mar-2008 09:40:53;take shower start
13-Mar-2008 09:47:53;take shower end
13-Mar-2008 09:57:30;leave house start
13-Mar-2008 17:50:42;leave house end
13-Mar-2008 17:53:11;use toilet start
13-Mar-2008 17:54:12;use toilet end
13-Mar-2008 20:31:24;use toilet start
13-Mar-2008 20:33:24;use toilet end
13-Mar-2008 20:34:14;leave house start
14-Mar-2008 00:38:02;leave house end
14-Mar-2008 00:38:13;use toilet start
14-Mar-2008 00:39:11;use toilet end
14-Mar-2008 00:45:01;go to bed start
14-Mar-2008 08:58:49;go to bed end
14-Mar-2008 05:29:09;use toilet start
14-Mar-2008 05:43:33;use toilet end
14-Mar-2008 09:12:51;use toilet start
14-Mar-2008 09:14:13;use toilet end
14-Mar-2008 09:15:01;prepare Breakfast start
14-Mar-2008 09:18:16;prepare Breakfast end
14-Mar-2008 09:57:12;use toilet start
14-Mar-2008 10:00:51;use toilet end
14-Mar-2008 10:31:08;take shower start
14-Mar-2008 10:42:06;take shower end
14-Mar-2008 10:48:53;leave house start
14-Mar-2008 17:13:38;leave house end
14-Mar-2008 17:19:59;use toilet start
14-Mar-2008 17:20:59;use toilet end
14-Mar-2008 17:55:14;leave house start
14-Mar-2008 22:55:11;leave house end
14-Mar-2008 23:04:21;use toilet start
14-Mar-2008 23:05:16;use toilet end
14-Mar-2008 23:57:06;use toilet start
14-Mar-2008 23:58:07;use toilet end
14-Mar-2008 23:59:37;go to bed start
15-Mar-2008 09:53:24;go to bed end
15-Mar-2008 04:06:50;use toilet start
15-Mar-2008 04:07:53;use toilet end
15-Mar-2008 08:59:43;use toilet start
15-Mar-2008 09:00:32;use toilet end
15-Mar-2008 10:07:07;use toilet start
15-Mar-2008 10:09:28;use toilet end
15-Mar-2008 10:09:42;prepare Breakfast start
15-Mar-2008 10:11:59;prepare Breakfast end
15-Mar-2008 10:40:17;use toilet start
15-Mar-2008 10:41:44;use toilet end
15-Mar-2008 12:36:19;use toilet start
15-Mar-2008 12:37:18;use toilet end
15-Mar-2008 14:30:31;use toilet start
15-Mar-2008 14:32:02;use toilet end
15-Mar-2008 14:34:51;take shower start
15-Mar-2008 14:46:27;take shower end
15-Mar-2008 18:15:12;prepare Dinner start
15-Mar-2008 18:39:46;prepare Dinner end
15-Mar-2008 18:55:11;get drink start
15-Mar-2008 18:55:46;get drink end
15-Mar-2008 19:44:01;use toilet start
15-Mar-2008 19:45:00;use toilet end
15-Mar-2008 19:45:13;leave house start
16-Mar-2008 00:29:53;leave house end
16-Mar-2008 01:30:31;use toilet start
16-Mar-2008 01:31:07;use toilet end
16-Mar-2008 01:31:28;go to bed start
16-Mar-2008 09:06:13;go to bed end
16-Mar-2008 09:06:31;use toilet start
16-Mar-2008 09:07:41;use toilet end
16-Mar-2008 09:19:59;use toilet start
16-Mar-2008 09:23:11;use toilet end
16-Mar-2008 10:03:54;prepare Breakfast start
16-Mar-2008 10:05:37;prepare Breakfast end
16-Mar-2008 10:42:03;take shower start
16-Mar-2008 10:49:59;take shower end
16-Mar-2008 11:27:50;leave house start
16-Mar-2008 21:37:31;leave house end
16-Mar-2008 21:38:05;use toilet start
16-Mar-2008 21:39:05;use toilet end
16-Mar-2008 22:02:53;go to bed start
17-Mar-2008 08:10:20;go to bed end
16-Mar-2008 22:47:14;use toilet start
16-Mar-2008 22:48:01;use toilet end
17-Mar-2008 05:44:24;use toilet start
17-Mar-2008 05:45:10;use toilet end
17-Mar-2008 08:30:00;use toilet start
17-Mar-2008 08:31:10;use toilet end
17-Mar-2008 08:31:58;prepare Breakfast start
17-Mar-2008 08:33:12;prepare Breakfast end
17-Mar-2008 08:54:13;take shower start
17-Mar-2008 09:05:56;take shower end
17-Mar-2008 09:09:17;use toilet start
17-Mar-2008 09:14:19;use toilet end
17-Mar-2008 09:16:18;leave house start
17-Mar-2008 19:11:51;leave house end
17-Mar-2008 19:13:03;use toilet start
17-Mar-2008 19:14:11;use toilet end
17-Mar-2008 19:43:51;prepare Dinner start
17-Mar-2008 20:15:37;prepare Dinner end
17-Mar-2008 20:04:57;use toilet start
17-Mar-2008 20:07:02;use toilet end
17-Mar-2008 20:17:08;get drink start
17-Mar-2008 20:17:17;get drink end
17-Mar-2008 21:33:42;get drink start
17-Mar-2008 21:33:58;get drink end
17-Mar-2008 22:26:16;use toilet start
17-Mar-2008 22:27:10;use toilet end
18-Mar-2008 00:48:12;use toilet start
18-Mar-2008 00:49:08;use toilet end
18-Mar-2008 00:49:09;brush teeth start
18-Mar-2008 00:50:40;brush teeth end
18-Mar-2008 00:51:48;go to bed start
18-Mar-2008 07:48:31;go to bed end
18-Mar-2008 06:23:14;use toilet start
18-Mar-2008 06:23:59;use toilet end
18-Mar-2008 08:15:09;use toilet start
18-Mar-2008 08:19:22;use toilet end
18-Mar-2008 08:20:32;prepare Breakfast start
18-Mar-2008 08:23:41;prepare Breakfast end
18-Mar-2008 08:39:32;take shower start
18-Mar-2008 08:52:30;take shower end
18-Mar-2008 09:14:21;leave house start
18-Mar-2008 18:00:28;leave house end
18-Mar-2008 18:01:00;use toilet start
18-Mar-2008 18:08:18;use toilet end
18-Mar-2008 18:21:36;use toilet start
18-Mar-2008 18:23:42;use toilet end
18-Mar-2008 18:25:00;leave house start
18-Mar-2008 23:39:56;leave house end
19-Mar-2008 00:40:32;use toilet start
19-Mar-2008 00:42:07;use toilet end
19-Mar-2008 00:42:17;brush teeth start
19-Mar-2008 00:43:40;brush teeth end
19-Mar-2008 00:44:11;go to bed start
19-Mar-2008 08:43:24;go to bed end
19-Mar-2008 07:51:00;use toilet start
19-Mar-2008 07:51:58;use toilet end
19-Mar-2008 09:38:13;prepare Breakfast start
19-Mar-2008 09:44:21;prepare Breakfast end
19-Mar-2008 09:48:29;use toilet start
19-Mar-2008 09:49:10;use toilet end
19-Mar-2008 09:49:25;take shower start
19-Mar-2008 10:00:23;take shower end
19-Mar-2008 10:08:27;leave house start
19-Mar-2008 17:15:17;leave house end
19-Mar-2008 17:19:28;take shower start
19-Mar-2008 17:22:04;take shower end
19-Mar-2008 17:26:40;leave house start
19-Mar-2008 20:20:07;leave house end
19-Mar-2008 20:46:18;use toilet start
19-Mar-2008 20:49:02;use toilet end
19-Mar-2008 21:49:09;use toilet start
19-Mar-2008 21:51:46;use toilet end
19-Mar-2008 21:52:26;brush teeth start
19-Mar-2008 21:53:56;brush teeth end
19-Mar-2008 21:54:30;go to bed start
20-Mar-2008 08:31:03;go to bed end
20-Mar-2008 00:35:07;use toilet start
20-Mar-2008 00:36:01;use toilet end
20-Mar-2008 06:57:54;use toilet start
20-Mar-2008 06:58:39;use toilet end
20-Mar-2008 08:45:42;use toilet start
20-Mar-2008 08:47:06;use toilet end
20-Mar-2008 09:11:55;prepare Breakfast start
20-Mar-2008 09:15:14;prepare Breakfast end
20-Mar-2008 09:42:26;take shower start
20-Mar-2008 09:50:22;take shower end
20-Mar-2008 09:56:47;leave house start
20-Mar-2008 22:49:41;leave house end
20-Mar-2008 22:51:11;use toilet start
20-Mar-2008 22:55:32;use toilet end
20-Mar-2008 23:36:23;use toilet start
20-Mar-2008 23:41:10;use toilet end
20-Mar-2008 23:56:36;brush teeth start
20-Mar-2008 23:58:08;brush teeth end
20-Mar-2008 23:58:42;use toilet start
20-Mar-2008 23:59:27;use toilet end
20-Mar-2008 23:59:38;go to bed start
21-Mar-2008 09:04:25;go to bed end
21-Mar-2008 03:49:46;use toilet start
21-Mar-2008 03:50:47;use toilet end
21-Mar-2008 08:30:56;use toilet start
21-Mar-2008 08:31:36;use toilet end
21-Mar-2008 09:13:22;use toilet start
21-Mar-2008 09:15:33;use toilet end
21-Mar-2008 09:17:47;take shower start
21-Mar-2008 09:24:43;take shower end
21-Mar-2008 09:42:28;leave house start
21-Mar-2008 15:51:38;leave house end
21-Mar-2008 15:51:58;use toilet start
21-Mar-2008 15:53:10;use toilet end
21-Mar-2008 17:03:48;go to bed start
21-Mar-2008 18:05:18;go to bed end
21-Mar-2008 18:24:24;use toilet start
21-Mar-2008 18:25:05;use toilet end
