date;activity
2008-02-28 07:07:25;use toilet END
2008-02-28 09:48:34;go to bed END
2008-02-28 09:48:55;use toilet START
2008-02-28 09:49:33;use toilet END
2008-02-28 09:49:59;prepare Breakfast START
2008-02-28 09:51:47;prepare Breakfast END
2008-02-28 10:35:25;use toilet START
2008-02-28 10:37:50;use toilet END
2008-02-28 10:38:00;take shower START
2008-02-28 10:49:22;take shower END
2008-02-28 10:58:02;leave house START
2008-02-28 18:34:57;leave house END
2008-02-28 18:48:01;use toilet START
2008-02-28 18:48:52;use toilet END
2008-02-28 18:49:19;brush teeth START
2008-02-28 18:51:28;brush teeth END
2008-02-28 18:53:27;leave house START
2008-02-28 21:35:30;leave house END
2008-02-28 21:40:40;use toilet START
2008-02-28 21:42:22;use toilet END
2008-02-28 23:21:41;brush teeth START
2008-02-28 23:23:18;brush teeth END
2008-02-28 23:23:35;use toilet START
2008-02-28 23:24:26;use toilet END
2008-02-28 23:24:41;go to bed START
2008-02-29 08:03:13;use toilet START
2008-02-29 08:04:23;use toilet END
2008-02-29 10:20:48;go to bed END
2008-02-29 10:22:47;prepare Breakfast START
2008-02-29 10:26:49;prepare Breakfast END
2008-02-29 10:30:02;use toilet START
2008-02-29 10:30:37;use toilet END
2008-02-29 10:30:56;take shower START
2008-02-29 10:40:45;take shower END
2008-02-29 10:48:43;leave house START
2008-02-29 18:18:34;leave house END
2008-02-29 18:41:13;leave house START
2008-02-29 19:21:59;leave house END
2008-02-29 19:24:05;use toilet START
2008-02-29 19:25:06;use toilet END
2008-02-29 19:44:50;prepare Dinner START
2008-02-29 20:59:56;prepare Dinner END
2008-02-29 22:03:07;leave house START
2008-03-02 19:37:57;leave house END
2008-03-02 20:35:54;brush teeth START
2008-03-02 20:37:03;brush teeth END
2008-03-02 20:37:06;use toilet START
2008-03-02 20:37:42;use toilet END
2008-03-02 21:57:57;use toilet START
2008-03-02 22:03:12;use toilet END
2008-03-02 22:03:52;go to bed START
2008-03-03 08:50:00;go to bed END
2008-03-03 08:50:25;use toilet START
2008-03-03 08:52:13;use toilet END
2008-03-03 09:01:33;prepare Breakfast START
2008-03-03 09:03:18;prepare Breakfast END
2008-03-03 09:17:14;take shower START
2008-03-03 09:32:32;take shower END
2008-03-03 09:44:52;leave house START
2008-03-04 09:08:03;leave house END
2008-03-04 09:08:26;brush teeth START
2008-03-04 09:10:01;brush teeth END
2008-03-04 09:10:38;use toilet START
2008-03-04 09:11:33;use toilet END
2008-03-04 09:15:44;leave house START
2008-03-04 18:20:13;leave house END
2008-03-04 18:20:30;use toilet START
2008-03-04 18:23:28;use toilet END
2008-03-04 18:28:05;brush teeth START
2008-03-04 18:29:11;brush teeth END
2008-03-04 18:30:26;leave house START
2008-03-04 23:43:46;leave house END
2008-03-04 23:44:22;use toilet START
2008-03-04 23:45:21;use toilet END
2008-03-04 23:52:12;get drink START
2008-03-04 23:52:48;get drink END
2008-03-05 00:01:19;use toilet START
2008-03-05 00:04:45;use toilet END
2008-03-05 00:18:02;brush teeth START
2008-03-05 00:19:55;brush teeth END
2008-03-05 00:20:27;use toilet START
2008-03-05 00:21:33;use toilet END
2008-03-05 00:21:43;go to bed START
2008-03-05 06:00:13;use toilet START
2008-03-05 06:01:08;use toilet END
2008-03-05 09:28:28;go to bed END
2008-03-05 09:28:50;use toilet START
2008-03-05 09:29:38;use toilet END
2008-03-05 09:29:55;prepare Breakfast START
2008-03-05 09:31:31;prepare Breakfast END
2008-03-05 09:45:37;take shower START
2008-03-05 09:53:47;take shower END
2008-03-05 10:11:38;leave house START
2008-03-05 19:48:48;leave house END
2008-03-05 19:51:29;prepare Dinner START
2008-03-05 20:13:15;use toilet START
2008-03-05 20:14:36;use toilet END
2008-03-05 20:27:00;prepare Dinner END
2008-03-05 23:07:02;use toilet START
2008-03-05 23:08:21;use toilet END
2008-03-05 23:30:36;brush teeth START
2008-03-05 23:32:31;brush teeth END
2008-03-05 23:32:47;use toilet START
2008-03-05 23:33:19;use toilet END
2008-03-05 23:33:38;go to bed START
2008-03-06 04:38:02;use toilet START
2008-03-06 04:38:56;use toilet END
2008-03-06 08:39:21;go to bed END
2008-03-06 08:39:35;use toilet START
2008-03-06 08:40:18;use toilet END
2008-03-06 09:04:05;prepare Breakfast START
2008-03-06 09:09:56;prepare Breakfast END
2008-03-06 09:38:48;use toilet START
2008-03-06 09:43:12;use toilet END
2008-03-06 10:23:14;take shower START
2008-03-06 10:31:04;take shower END
2008-03-06 10:37:28;leave house START
2008-03-06 17:41:28;leave house END
2008-03-06 17:46:01;get drink START
2008-03-06 17:46:29;get drink END
2008-03-06 18:52:41;use toilet START
2008-03-06 18:53:55;use toilet END
2008-03-06 18:54:04;prepare Dinner START
2008-03-06 19:38:33;prepare Dinner END
2008-03-06 19:40:03;get drink START
2008-03-06 19:40:26;get drink END
2008-03-06 21:37:34;get drink START
2008-03-06 21:37:57;get drink END
2008-03-06 22:44:15;use toilet START
2008-03-06 22:47:13;use toilet END
2008-03-06 23:14:42;brush teeth START
2008-03-06 23:17:08;brush teeth END
2008-03-06 23:17:37;use toilet START
2008-03-06 23:18:25;use toilet END
2008-03-06 23:18:34;go to bed START
2008-03-07 06:59:52;use toilet START
2008-03-07 07:00:40;use toilet END
2008-03-07 08:39:00;go to bed END
2008-03-07 08:44:09;use toilet START
2008-03-07 08:45:17;use toilet END
2008-03-07 08:49:12;get drink START
2008-03-07 08:49:53;get drink END
2008-03-07 08:50:11;prepare Breakfast START
2008-03-07 08:51:45;prepare Breakfast END
2008-03-07 09:07:38;take shower START
2008-03-07 09:16:41;take shower END
2008-03-07 09:28:59;leave house START
2008-03-08 01:08:06;leave house END
2008-03-08 01:11:53;get drink START
2008-03-08 01:12:43;get drink END
2008-03-08 03:21:30;use toilet START
2008-03-08 03:23:13;use toilet END
2008-03-08 03:26:01;go to bed START
2008-03-08 08:20:27;go to bed END
2008-03-08 08:20:49;use toilet START
2008-03-08 08:21:52;use toilet END
2008-03-08 08:21:54;get drink START
2008-03-08 08:22:53;get drink END
2008-03-08 08:33:07;use toilet START
2008-03-08 08:36:08;use toilet END
2008-03-08 10:00:24;use toilet START
2008-03-08 10:01:51;use toilet END
2008-03-08 10:02:21;go to bed START
2008-03-08 10:26:09;go to bed END
2008-03-08 10:26:21;prepare Breakfast START
2008-03-08 10:29:34;prepare Breakfast END
2008-03-08 11:12:22;use toilet START
2008-03-08 11:15:28;use toilet END
2008-03-08 11:15:43;take shower START
2008-03-08 11:24:31;take shower END
2008-03-08 11:35:57;leave house START
2008-03-10 06:19:25;leave house END
2008-03-10 06:21:27;go to bed START
2008-03-10 08:34:40;go to bed END
2008-03-10 08:35:04;use toilet START
2008-03-10 08:36:02;use toilet END
2008-03-10 08:49:48;use toilet START
2008-03-10 08:51:58;use toilet END
2008-03-10 09:25:58;prepare Breakfast START
2008-03-10 09:27:24;prepare Breakfast END
2008-03-10 09:46:55;take shower START
2008-03-10 09:57:53;take shower END
2008-03-10 10:28:59;leave house START
2008-03-10 19:23:57;leave house END
2008-03-10 19:24:50;use toilet START
2008-03-10 19:25:45;use toilet END
2008-03-10 19:33:36;prepare Dinner START
2008-03-10 20:10:42;prepare Dinner END
2008-03-10 20:10:53;get drink START
2008-03-10 20:11:24;get drink END
2008-03-10 20:52:59;use toilet START
2008-03-10 20:55:01;use toilet END
2008-03-10 21:31:58;get drink START
2008-03-10 21:34:54;get drink END
2008-03-10 22:03:18;use toilet START
2008-03-10 22:04:01;use toilet END
2008-03-10 22:05:36;go to bed START
2008-03-11 06:51:36;use toilet START
2008-03-11 06:53:02;use toilet END
2008-03-11 08:43:44;go to bed END
2008-03-11 09:00:48;use toilet START
2008-03-11 09:02:16;use toilet END
2008-03-11 09:15:39;use toilet START
2008-03-11 09:18:24;use toilet END
2008-03-11 09:18:39;take shower START
2008-03-11 09:29:06;take shower END
2008-03-11 09:33:30;leave house START
2008-03-11 17:57:51;leave house END
2008-03-11 17:58:06;prepare Dinner START
2008-03-11 18:12:51;prepare Dinner END
2008-03-11 18:16:03;get drink START
2008-03-11 18:16:30;get drink END
2008-03-11 18:29:55;use toilet START
2008-03-11 18:30:44;use toilet END
2008-03-11 18:34:58;leave house START
2008-03-11 20:42:25;leave house END
2008-03-11 20:48:10;get drink START
2008-03-11 20:53:15;get drink END
2008-03-11 21:13:48;get drink START
2008-03-11 21:14:13;get drink END
2008-03-11 21:51:58;use toilet START
2008-03-11 21:53:05;use toilet END
2008-03-11 21:53:31;go to bed START
2008-03-12 03:04:57;use toilet START
2008-03-12 03:05:53;use toilet END
2008-03-12 08:41:25;go to bed END
2008-03-12 08:41:34;use toilet START
2008-03-12 08:42:59;use toilet END
2008-03-12 09:48:38;prepare Breakfast START
2008-03-12 09:52:20;prepare Breakfast END
2008-03-12 09:59:25;get drink START
2008-03-12 09:59:52;get drink END
2008-03-12 11:02:09;use toilet START
2008-03-12 11:04:34;use toilet END
2008-03-12 11:09:40;leave house START
2008-03-12 12:21:38;leave house END
2008-03-12 12:41:17;take shower START
2008-03-12 12:47:05;take shower END
2008-03-12 12:54:00;leave house START
2008-03-13 00:53:38;leave house END
2008-03-13 01:18:35;use toilet START
2008-03-13 01:21:26;use toilet END
2008-03-13 01:23:57;go to bed START
2008-03-13 06:28:01;use toilet START
2008-03-13 06:29:10;use toilet END
2008-03-13 08:22:11;go to bed END
2008-03-13 08:22:18;use toilet START
2008-03-13 08:23:02;use toilet END
2008-03-13 09:19:47;prepare Breakfast START
2008-03-13 09:21:16;prepare Breakfast END
2008-03-13 09:40:53;take shower START
2008-03-13 09:47:53;take shower END
2008-03-13 09:57:30;leave house START
2008-03-13 17:50:42;leave house END
2008-03-13 17:53:11;use toilet START
2008-03-13 17:54:12;use toilet END
2008-03-13 20:31:24;use toilet START
2008-03-13 20:33:24;use toilet END
2008-03-13 20:34:14;leave house START
2008-03-14 00:38:02;leave house END
2008-03-14 00:38:13;use toilet START
2008-03-14 00:39:11;use toilet END
2008-03-14 00:45:01;go to bed START
2008-03-14 05:29:09;use toilet START
2008-03-14 05:43:33;use toilet END
2008-03-14 08:58:49;go to bed END
2008-03-14 09:12:51;use toilet START
2008-03-14 09:14:13;use toilet END
2008-03-14 09:15:01;prepare Breakfast START
2008-03-14 09:18:16;prepare Breakfast END
2008-03-14 09:57:12;use toilet START
2008-03-14 10:00:51;use toilet END
2008-03-14 10:31:08;take shower START
2008-03-14 10:42:06;take shower END
2008-03-14 10:48:53;leave house START
2008-03-14 17:13:38;leave house END
2008-03-14 17:19:59;use toilet START
2008-03-14 17:20:59;use toilet END
2008-03-14 17:55:14;leave house START
2008-03-14 22:55:11;leave house END
2008-03-14 23:04:21;use toilet START
2008-03-14 23:05:16;use toilet END
2008-03-14 23:57:06;use toilet START
2008-03-14 23:58:07;use toilet END
2008-03-14 23:59:37;go to bed START
2008-03-15 04:06:50;use toilet START
2008-03-15 04:07:53;use toilet END
2008-03-15 08:59:43;use toilet START
2008-03-15 09:00:32;use toilet END
2008-03-15 09:53:24;go to bed END
2008-03-15 10:07:07;use toilet START
2008-03-15 10:09:28;use toilet END
2008-03-15 10:09:42;prepare Breakfast START
2008-03-15 10:11:59;prepare Breakfast END
2008-03-15 10:40:17;use toilet START
2008-03-15 10:41:44;use toilet END
2008-03-15 12:36:19;use toilet START
2008-03-15 12:37:18;use toilet END
2008-03-15 14:30:31;use toilet START
2008-03-15 14:32:02;use toilet END
2008-03-15 14:34:51;take shower START
2008-03-15 14:46:27;take shower END
2008-03-15 18:15:12;prepare Dinner START
2008-03-15 18:39:46;prepare Dinner END
2008-03-15 18:55:11;get drink START
2008-03-15 18:55:46;get drink END
2008-03-15 19:44:01;use toilet START
2008-03-15 19:45:00;use toilet END
2008-03-15 19:45:13;leave house START
2008-03-16 00:29:53;leave house END
2008-03-16 01:30:31;use toilet START
2008-03-16 01:31:07;use toilet END
2008-03-16 01:31:28;go to bed START
2008-03-16 09:06:13;go to bed END
2008-03-16 09:06:31;use toilet START
2008-03-16 09:07:41;use toilet END
2008-03-16 09:19:59;use toilet START
2008-03-16 09:23:11;use toilet END
2008-03-16 10:03:54;prepare Breakfast START
2008-03-16 10:05:37;prepare Breakfast END
2008-03-16 10:42:03;take shower START
2008-03-16 10:49:59;take shower END
2008-03-16 11:27:50;leave house START
2008-03-16 21:37:31;leave house END
2008-03-16 21:38:05;use toilet START
2008-03-16 21:39:05;use toilet END
2008-03-16 22:02:53;go to bed START
2008-03-16 22:47:14;use toilet START
2008-03-16 22:48:01;use toilet END
2008-03-17 05:44:24;use toilet START
2008-03-17 05:45:10;use toilet END
2008-03-17 08:10:20;go to bed END
2008-03-17 08:30:00;use toilet START
2008-03-17 08:31:10;use toilet END
2008-03-17 08:31:58;prepare Breakfast START
2008-03-17 08:33:12;prepare Breakfast END
2008-03-17 08:54:13;take shower START
2008-03-17 09:05:56;take shower END
2008-03-17 09:09:17;use toilet START
2008-03-17 09:14:19;use toilet END
2008-03-17 09:16:18;leave house START
2008-03-17 19:11:51;leave house END
2008-03-17 19:13:03;use toilet START
2008-03-17 19:14:11;use toilet END
2008-03-17 19:43:51;prepare Dinner START
2008-03-17 20:04:57;use toilet START
2008-03-17 20:07:02;use toilet END
2008-03-17 20:15:37;prepare Dinner END
2008-03-17 20:17:08;get drink START
2008-03-17 20:17:17;get drink END
2008-03-17 21:33:42;get drink START
2008-03-17 21:33:58;get drink END
2008-03-17 22:26:16;use toilet START
2008-03-17 22:27:10;use toilet END
2008-03-18 00:48:12;use toilet START
2008-03-18 00:49:08;use toilet END
2008-03-18 00:49:09;brush teeth START
2008-03-18 00:50:40;brush teeth END
2008-03-18 00:51:48;go to bed START
2008-03-18 06:23:14;use toilet START
2008-03-18 06:23:59;use toilet END
2008-03-18 07:48:31;go to bed END
2008-03-18 08:15:09;use toilet START
2008-03-18 08:19:22;use toilet END
2008-03-18 08:20:32;prepare Breakfast START
2008-03-18 08:23:41;prepare Breakfast END
2008-03-18 08:39:32;take shower START
2008-03-18 08:52:30;take shower END
2008-03-18 09:14:21;leave house START
2008-03-18 18:00:28;leave house END
2008-03-18 18:01:00;use toilet START
2008-03-18 18:08:18;use toilet END
2008-03-18 18:21:36;use toilet START
2008-03-18 18:23:42;use toilet END
2008-03-18 18:25:00;leave house START
2008-03-18 23:39:56;leave house END
2008-03-19 00:40:32;use toilet START
2008-03-19 00:42:07;use toilet END
2008-03-19 00:42:17;brush teeth START
2008-03-19 00:43:40;brush teeth END
2008-03-19 00:44:11;go to bed START
2008-03-19 07:51:00;use toilet START
2008-03-19 07:51:58;use toilet END
2008-03-19 08:43:24;go to bed END
2008-03-19 09:38:13;prepare Breakfast START
2008-03-19 09:44:21;prepare Breakfast END
2008-03-19 09:48:29;use toilet START
2008-03-19 09:49:10;use toilet END
2008-03-19 09:49:25;take shower START
2008-03-19 10:00:23;take shower END
2008-03-19 10:08:27;leave house START
2008-03-19 17:15:17;leave house END
2008-03-19 17:19:28;take shower START
2008-03-19 17:22:04;take shower END
2008-03-19 17:26:40;leave house START
2008-03-19 20:20:07;leave house END
2008-03-19 20:46:18;use toilet START
2008-03-19 20:49:02;use toilet END
2008-03-19 21:49:09;use toilet START
2008-03-19 21:51:46;use toilet END
2008-03-19 21:52:26;brush teeth START
2008-03-19 21:53:56;brush teeth END
2008-03-19 21:54:30;go to bed START
2008-03-20 00:35:07;use toilet START
2008-03-20 00:36:01;use toilet END
2008-03-20 06:57:54;use toilet START
2008-03-20 06:58:39;use toilet END
2008-03-20 08:31:03;go to bed END
2008-03-20 08:45:42;use toilet START
2008-03-20 08:47:06;use toilet END
2008-03-20 09:11:55;prepare Breakfast START
2008-03-20 09:15:14;prepare Breakfast END
2008-03-20 09:42:26;take shower START
2008-03-20 09:50:22;take shower END
2008-03-20 09:56:47;leave house START
2008-03-20 22:49:41;leave house END
2008-03-20 22:51:11;use toilet START
2008-03-20 22:55:32;use toilet END
2008-03-20 23:36:23;use toilet START
2008-03-20 23:41:10;use toilet END
2008-03-20 23:56:36;brush teeth START
2008-03-20 23:58:08;brush teeth END
2008-03-20 23:58:42;use toilet START
2008-03-20 23:59:27;use toilet END
2008-03-20 23:59:38;go to bed START
2008-03-21 03:49:46;use toilet START
2008-03-21 03:50:47;use toilet END
2008-03-21 08:30:56;use toilet START
2008-03-21 08:31:36;use toilet END
2008-03-21 09:04:25;go to bed END
2008-03-21 09:13:22;use toilet START
2008-03-21 09:15:33;use toilet END
2008-03-21 09:17:47;take shower START
2008-03-21 09:24:43;take shower END
2008-03-21 09:42:28;leave house START
2008-03-21 15:51:38;leave house END
2008-03-21 15:51:58;use toilet START
2008-03-21 15:53:10;use toilet END
2008-03-21 17:03:48;go to bed START
2008-03-21 18:05:18;go to bed END
2008-03-21 18:24:24;use toilet START
2008-03-21 18:25:05;use toilet END
