date;activity
2008-12-02 23:56:00;use toilet downstairs END
2008-12-03 16:43:15;leave house END
2008-12-03 16:51:55;leave house START
2008-12-03 18:46:55;use toilet downstairs START
2008-12-03 18:49:00;use toilet downstairs END
2008-12-03 19:58:15;use toilet downstairs START
2008-12-03 19:58:55;use toilet downstairs END
2008-12-03 21:49:30;use toilet downstairs START
2008-12-03 21:51:50;use toilet downstairs END
2008-12-03 22:04:35;use toilet downstairs START
2008-12-03 22:06:30;use toilet downstairs END
2008-12-04 00:14:10;use toilet downstairs START
2008-12-04 00:14:50;use toilet downstairs END
2008-12-04 00:16:00;go to bed START
2008-12-04 07:01:30;take shower START
2008-12-04 07:07:00;take shower END
2008-12-04 07:21:20;leave house START
2008-12-05 03:03:20;use toilet downstairs START
2008-12-05 03:04:20;use toilet downstairs END
2008-12-05 16:52:55;prepare Dinner START
2008-12-05 20:02:00;leave house START
2008-12-06 04:49:55;use toilet downstairs START
2008-12-06 04:50:40;use toilet downstairs END
2008-12-06 04:51:50;go to bed START
2008-12-06 09:52:30;leave house START
2008-12-06 12:13:30;use toilet downstairs START
2008-12-06 12:14:20;use toilet downstairs END
2008-12-06 12:17:50;leave house START
2008-12-06 13:25:50;leave house END
2008-12-06 18:31:00;leave house START
2008-12-07 02:07:30;use toilet downstairs START
2008-12-07 02:08:10;use toilet downstairs END
2008-12-07 08:10:05;use toilet downstairs START
2008-12-07 08:11:10;use toilet downstairs END
2008-12-07 09:49:40;leave house START
2008-12-07 12:19:15;leave house END
2008-12-07 12:37:30;take shower START
2008-12-07 12:43:25;use toilet downstairs START
2008-12-07 12:44:00;use toilet downstairs END
2008-12-07 13:10:50;take shower END
2008-12-07 21:23:30;use toilet downstairs START
2008-12-07 21:24:20;use toilet downstairs END
2008-12-08 02:18:20;use toilet downstairs START
2008-12-08 02:19:35;use toilet downstairs END
2008-12-08 02:24:10;go to bed START
2008-12-08 08:15:00;go to bed END
