date;activity
2009-07-21 17:14:45; mercury switch dresser door ON
2009-07-21 17:14:46; mercury switch dresser door OFF
2009-07-21 17:15:12; mercury switch dresser door ON
2009-07-21 17:15:13; mercury switch dresser door OFF
2009-07-21 17:15:13; mercury switch dresser door ON
2009-07-21 17:15:14; mercury switch dresser door OFF
2009-07-21 17:15:17; mercury switch dresser door ON
2009-07-21 17:15:19; mercury switch dresser door OFF
2009-07-21 17:44:45; mercury switch dresser door ON
2009-07-21 17:44:46; mercury switch dresser door OFF
2009-07-21 17:44:48; mercury switch dresser door ON
2009-07-21 17:44:49; mercury switch dresser door OFF
2009-07-21 17:48:10; mercury switch dresser door ON
2009-07-21 17:48:11; mercury switch dresser door OFF
2009-07-21 17:48:13; mercury switch dresser door ON
2009-07-21 17:48:14; mercury switch dresser door OFF
2009-07-21 17:48:17; mercury switch dresser door ON
2009-07-21 17:48:18; mercury switch dresser door OFF
2009-07-21 17:48:19; mercury switch dresser door ON
2009-07-21 17:48:20; mercury switch dresser door OFF
2009-07-21 17:48:22; mercury switch dresser door ON
2009-07-21 17:48:23; mercury switch dresser door OFF
2009-07-21 17:48:42; mercury switch dresser door ON
2009-07-21 17:48:43; mercury switch dresser door OFF
2009-07-21 17:48:50; mercury switch dresser door ON
2009-07-21 17:48:51; mercury switch dresser door OFF
2009-07-21 17:49:28; mercury switch dresser door ON
2009-07-21 17:49:29; mercury switch dresser door OFF
2009-07-21 17:49:30; mercury switch dresser door ON
2009-07-21 17:49:31; mercury switch dresser door OFF
2009-07-21 17:49:32; mercury switch dresser door ON
2009-07-21 17:49:33; mercury switch dresser door OFF
2009-07-21 17:49:36; mercury switch dresser door ON
2009-07-21 17:49:37; mercury switch dresser door OFF
2009-07-21 17:49:39; mercury switch dresser door ON
2009-07-21 17:49:42; mercury switch dresser door OFF
2009-07-21 17:49:43; mercury switch dresser door ON
2009-07-21 17:49:44; mercury switch dresser door OFF
2009-07-21 17:49:50; mercury switch dresser door ON
2009-07-21 17:49:51; mercury switch dresser door OFF
2009-07-21 17:49:52; mercury switch dresser door ON
2009-07-21 17:49:53; mercury switch dresser door OFF
2009-07-21 17:49:54; mercury switch dresser door ON
2009-07-21 17:49:55; mercury switch dresser door OFF
2009-07-21 17:49:58; mercury switch dresser door ON
2009-07-21 17:49:59; mercury switch dresser door OFF
2009-07-21 17:50:00; mercury switch dresser door ON
2009-07-21 17:50:01; mercury switch dresser door OFF
2009-07-21 17:50:02; mercury switch dresser door ON
2009-07-21 17:50:03; mercury switch dresser door OFF
2009-07-21 17:50:04; mercury switch dresser door ON
2009-07-21 17:50:05; mercury switch dresser door OFF
2009-07-21 17:50:05; mercury switch dresser door ON
2009-07-21 17:50:06; mercury switch dresser door OFF
2009-07-21 17:50:08; mercury switch dresser door ON
2009-07-21 17:50:09; mercury switch dresser door OFF
2009-07-21 17:50:09; mercury switch dresser door ON
2009-07-21 17:50:10; mercury switch dresser door OFF
2009-07-21 17:50:13; mercury switch dresser door ON
2009-07-21 17:50:19; mercury switch dresser door OFF
2009-07-21 17:50:23; mercury switch dresser door ON
2009-07-21 17:50:24; mercury switch dresser door OFF
2009-07-21 17:50:39; mercury switch dresser door ON
2009-07-21 17:50:40; mercury switch dresser door OFF
2009-07-21 17:50:52; mercury switch dresser door ON
2009-07-21 17:50:53; mercury switch dresser door OFF
2009-07-21 17:51:08; mercury switch dresser door ON
2009-07-21 17:51:09; mercury switch dresser door OFF
2009-07-21 17:51:24; mercury switch dresser door ON
2009-07-21 17:51:25; mercury switch dresser door OFF
2009-07-21 17:51:33; mercury switch dresser door ON
2009-07-21 17:51:34; mercury switch dresser door OFF
2009-07-21 17:51:35; mercury switch dresser door ON
2009-07-21 17:51:36; mercury switch dresser door OFF
2009-07-21 17:51:39; mercury switch dresser door ON
2009-07-21 17:51:40; mercury switch dresser door OFF
2009-07-21 17:51:42; mercury switch dresser door ON
2009-07-21 17:51:43; mercury switch dresser door OFF
2009-07-21 17:51:52; mercury switch dresser door ON
2009-07-21 17:51:53; mercury switch dresser door OFF
2009-07-21 17:51:54; mercury switch dresser door ON
2009-07-21 17:51:55; mercury switch dresser door OFF
2009-07-21 17:51:56; mercury switch dresser door ON
2009-07-21 17:51:57; mercury switch dresser door OFF
2009-07-21 17:52:02; mercury switch dresser door ON
2009-07-21 17:52:03; mercury switch dresser door OFF
2009-07-21 17:52:04; mercury switch dresser door ON
2009-07-21 17:52:05; mercury switch dresser door OFF
2009-07-21 17:52:20; mercury switch dresser door ON
2009-07-21 17:52:21; mercury switch dresser door OFF
2009-07-21 17:52:36; mercury switch dresser door ON
2009-07-21 17:52:37; mercury switch dresser door OFF
2009-07-21 17:52:55; mercury switch dresser door ON
2009-07-21 17:52:56; mercury switch dresser door OFF
2009-07-21 17:52:59; mercury switch dresser door ON
2009-07-21 17:53:00; mercury switch dresser door OFF
2009-07-21 17:53:15; mercury switch dresser door ON
2009-07-21 17:53:16; mercury switch dresser door OFF
2009-07-21 17:53:39; mercury switch dresser door ON
2009-07-21 17:53:45; mercury switch dresser door OFF
2009-07-21 17:53:47; mercury switch dresser door ON
2009-07-21 17:53:49; mercury switch dresser door OFF
2009-07-21 17:54:02; mercury switch dresser door ON
2009-07-21 17:54:03; mercury switch dresser door OFF
2009-07-21 17:54:04; mercury switch dresser door ON
2009-07-21 17:54:05; mercury switch dresser door OFF
2009-07-21 17:54:06; mercury switch dresser door ON
2009-07-21 17:54:07; mercury switch dresser door OFF
2009-07-21 17:54:09; mercury switch dresser door ON
2009-07-21 17:54:11; mercury switch dresser door OFF
2009-07-21 17:59:13; frontdoor ON
2009-07-21 17:59:16; frontdoor OFF
2009-07-21 18:00:41; mercury switch dresser door ON
2009-07-21 18:00:42; mercury switch dresser door OFF
2009-07-21 18:00:46; mercury switch dresser door ON
2009-07-21 18:00:47; mercury switch dresser door OFF
2009-07-21 18:00:47; mercury switch dresser door ON
2009-07-21 18:00:48; mercury switch dresser door OFF
2009-07-21 18:01:19; mercury switch dresser door ON
2009-07-21 18:01:20; mercury switch dresser door OFF
2009-07-21 18:01:28; mercury switch dresser door ON
2009-07-21 18:01:31; mercury switch dresser door OFF
2009-07-21 18:01:44; mercury switch dresser door ON
2009-07-21 18:01:45; mercury switch dresser door OFF
2009-07-21 18:01:50; mercury switch dresser door ON
2009-07-21 18:01:51; mercury switch dresser door OFF
2009-07-21 18:02:43; mercury switch dresser door ON
2009-07-21 18:04:05; frontdoor ON
2009-07-21 18:04:12; frontdoor OFF
2009-07-21 18:37:48; mercury switch dresser door OFF
2009-07-21 18:37:51; mercury switch dresser door ON
2009-07-21 18:37:52; mercury switch dresser door OFF
2009-07-21 18:37:57; mercury switch dresser door ON
2009-07-21 18:37:58; mercury switch dresser door OFF
2009-07-21 18:38:00; mercury switch dresser door ON
2009-07-21 18:38:01; mercury switch dresser door OFF
2009-07-21 18:38:03; mercury switch dresser door ON
2009-07-21 19:15:41; mercury switch dresser door OFF
2009-07-21 19:15:45; mercury switch dresser door ON
2009-07-21 19:15:52; mercury switch dresser door OFF
2009-07-21 19:16:08; mercury switch dresser door ON
2009-07-21 19:16:10; mercury switch dresser door OFF
2009-07-21 19:16:23; mercury switch dresser door ON
2009-07-21 19:16:25; mercury switch dresser door OFF
2009-07-21 19:16:28; mercury switch dresser door ON
2009-07-21 19:16:29; mercury switch dresser door OFF
2009-07-21 19:16:31; mercury switch dresser door ON
2009-07-21 19:16:32; mercury switch dresser door OFF
2009-07-21 19:16:43; mercury switch dresser door ON
2009-07-21 19:16:44; mercury switch dresser door OFF
2009-07-21 19:16:47; mercury switch dresser door ON
2009-07-21 19:16:49; mercury switch dresser door OFF
2009-07-21 19:16:52; mercury switch dresser door ON
2009-07-21 19:16:53; mercury switch dresser door OFF
2009-07-21 19:16:54; mercury switch dresser door ON
2009-07-21 19:16:55; mercury switch dresser door OFF
2009-07-21 19:16:58; mercury switch dresser door ON
2009-07-21 19:16:59; mercury switch dresser door OFF
2009-07-21 19:17:01; mercury switch dresser door ON
2009-07-21 19:17:02; mercury switch dresser door OFF
2009-07-21 19:17:04; mercury switch dresser door ON
2009-07-21 19:52:55; mercury switch dresser door OFF
2009-07-21 19:52:58; mercury switch dresser door ON
2009-07-21 19:52:59; mercury switch dresser door OFF
2009-07-21 19:54:07; mercury switch dresser door ON
2009-07-21 19:54:08; mercury switch dresser door OFF
2009-07-21 19:55:09; mercury switch dresser door ON
2009-07-21 19:55:10; mercury switch dresser door OFF
2009-07-21 19:56:17; mercury switch dresser door ON
2009-07-21 19:56:18; mercury switch dresser door OFF
2009-07-21 19:58:14; mercury switch dresser door ON
2009-07-21 19:58:15; mercury switch dresser door OFF
2009-07-21 19:58:47; mercury switch dresser door ON
2009-07-21 19:58:48; mercury switch dresser door OFF
2009-07-21 19:58:49; mercury switch dresser door ON
2009-07-21 19:58:50; mercury switch dresser door OFF
2009-07-21 19:59:30; mercury switch dresser door ON
2009-07-21 19:59:31; mercury switch dresser door OFF
2009-07-21 19:59:33; mercury switch dresser door ON
2009-07-21 19:59:34; mercury switch dresser door OFF
2009-07-21 19:59:42; mercury switch dresser door ON
2009-07-21 19:59:43; mercury switch dresser door OFF
2009-07-21 19:59:47; mercury switch dresser door ON
2009-07-21 19:59:52; mercury switch dresser door OFF
2009-07-21 19:59:53; mercury switch dresser door ON
2009-07-21 19:59:54; mercury switch dresser door OFF
2009-07-21 19:59:55; mercury switch dresser door ON
2009-07-21 19:59:56; mercury switch dresser door OFF
2009-07-21 19:59:59; mercury switch dresser door ON
2009-07-21 20:00:00; mercury switch dresser door OFF
2009-07-21 20:00:03; mercury switch dresser door ON
2009-07-21 20:00:04; mercury switch dresser door OFF
2009-07-21 20:00:05; mercury switch dresser door ON
2009-07-21 20:00:06; mercury switch dresser door OFF
2009-07-21 20:00:15; mercury switch dresser door ON
2009-07-21 20:00:16; mercury switch dresser door OFF
2009-07-21 20:00:21; mercury switch dresser door ON
2009-07-21 20:00:23; mercury switch dresser door OFF
2009-07-21 20:00:31; mercury switch dresser door ON
2009-07-21 20:00:32; mercury switch dresser door OFF
2009-07-21 20:01:07; mercury switch dresser door ON
2009-07-21 20:01:16; mercury switch dresser door OFF
2009-07-21 20:01:17; mercury switch dresser door ON
2009-07-21 20:01:18; mercury switch dresser door OFF
2009-07-21 20:01:19; mercury switch dresser door ON
2009-07-21 20:01:20; mercury switch dresser door OFF
2009-07-21 20:01:23; mercury switch dresser door ON
2009-07-21 20:01:27; mercury switch dresser door OFF
2009-07-21 20:01:28; mercury switch dresser door ON
2009-07-21 20:01:29; mercury switch dresser door OFF
2009-07-21 20:01:30; mercury switch dresser door ON
2009-07-21 20:01:31; mercury switch dresser door OFF
2009-07-21 20:01:32; mercury switch dresser door ON
2009-07-21 20:01:33; mercury switch dresser door OFF
2009-07-21 20:01:34; mercury switch dresser door ON
2009-07-21 20:01:35; mercury switch dresser door OFF
2009-07-21 20:01:37; mercury switch dresser door ON
2009-07-21 20:01:39; mercury switch dresser door OFF
2009-07-21 20:01:40; mercury switch dresser door ON
2009-07-21 20:01:41; mercury switch dresser door OFF
2009-07-21 20:01:46; mercury switch dresser door ON
2009-07-21 20:01:48; mercury switch dresser door OFF
2009-07-21 20:02:05; mercury switch dresser door ON
2009-07-21 20:02:06; mercury switch dresser door OFF
2009-07-21 20:02:07; mercury switch dresser door ON
2009-07-21 20:02:08; mercury switch dresser door OFF
2009-07-21 20:02:34; mercury switch dresser door ON
2009-07-21 20:02:35; mercury switch dresser door OFF
2009-07-21 20:03:55; mercury switch dresser door ON
2009-07-21 20:03:56; mercury switch dresser door OFF
2009-07-21 20:04:03; mercury switch dresser door ON
2009-07-21 20:04:07; mercury switch dresser door OFF
2009-07-21 20:04:08; mercury switch dresser door ON
2009-07-21 20:04:09; mercury switch dresser door ON
2009-07-21 20:04:09; mercury switch dresser door OFF
2009-07-21 20:04:10; mercury switch dresser door OFF
2009-07-21 20:04:15; mercury switch dresser door ON
2009-07-21 20:04:16; mercury switch dresser door OFF
2009-07-21 20:04:22; mercury switch dresser door ON
2009-07-21 20:04:23; mercury switch dresser door OFF
2009-07-21 20:04:25; mercury switch dresser door ON
2009-07-21 20:04:26; mercury switch dresser door OFF
2009-07-21 20:04:28; mercury switch dresser door ON
2009-07-21 20:04:29; mercury switch dresser door OFF
2009-07-21 20:04:32; mercury switch dresser door ON
2009-07-21 20:04:33; mercury switch dresser door OFF
2009-07-21 20:05:18; mercury switch dresser door ON
2009-07-21 20:05:19; mercury switch dresser door OFF
2009-07-21 20:05:34; mercury switch dresser door ON
2009-07-21 20:05:35; mercury switch dresser door OFF
2009-07-21 20:05:36; mercury switch dresser door ON
2009-07-21 20:05:37; mercury switch dresser door OFF
2009-07-21 20:05:39; mercury switch dresser door ON
2009-07-21 20:05:43; mercury switch dresser door OFF
2009-07-21 20:05:45; mercury switch dresser door ON
2009-07-21 20:05:46; mercury switch dresser door OFF
2009-07-21 20:05:48; mercury switch dresser door ON
2009-07-21 20:05:50; mercury switch dresser door OFF
2009-07-21 20:05:51; mercury switch dresser door ON
2009-07-21 20:05:52; mercury switch dresser door OFF
2009-07-21 20:05:53; mercury switch dresser door ON
2009-07-21 20:05:54; mercury switch dresser door OFF
2009-07-21 20:05:56; mercury switch dresser door ON
2009-07-21 20:05:58; mercury switch dresser door OFF
2009-07-21 20:06:04; mercury switch dresser door ON
2009-07-21 20:06:06; mercury switch dresser door OFF
2009-07-21 20:06:07; mercury switch dresser door ON
2009-07-21 20:06:08; mercury switch dresser door OFF
2009-07-21 20:06:09; mercury switch dresser door ON
2009-07-21 20:06:10; mercury switch dresser door OFF
2009-07-21 20:06:11; mercury switch dresser door ON
2009-07-21 20:06:12; mercury switch dresser door OFF
2009-07-21 20:06:35; mercury switch dresser door ON
2009-07-21 20:06:36; mercury switch dresser door OFF
2009-07-21 20:08:15; mercury switch dresser door ON
2009-07-21 20:08:17; mercury switch dresser door OFF
2009-07-21 20:08:18; mercury switch dresser door ON
2009-07-21 20:08:19; mercury switch dresser door OFF
2009-07-21 20:08:20; mercury switch dresser door ON
2009-07-21 20:08:21; mercury switch dresser door OFF
2009-07-21 20:08:25; mercury switch dresser door ON
2009-07-21 20:08:26; mercury switch dresser door OFF
2009-07-21 20:08:28; mercury switch dresser door ON
2009-07-21 20:08:33; mercury switch dresser door OFF
2009-07-21 20:08:34; mercury switch dresser door ON
2009-07-21 20:08:35; mercury switch dresser door OFF
2009-07-21 20:08:36; mercury switch dresser door ON
2009-07-21 20:08:37; mercury switch dresser door OFF
2009-07-21 20:08:38; mercury switch dresser door ON
2009-07-21 20:08:39; mercury switch dresser door OFF
2009-07-21 20:08:44; mercury switch dresser door ON
2009-07-21 20:08:45; mercury switch dresser door OFF
2009-07-21 20:08:49; mercury switch dresser door ON
2009-07-21 20:08:59; mercury switch dresser door OFF
2009-07-21 20:09:00; mercury switch dresser door ON
2009-07-21 20:09:01; mercury switch dresser door OFF
2009-07-21 20:09:03; mercury switch dresser door ON
2009-07-21 20:09:04; mercury switch dresser door OFF
2009-07-21 20:09:06; mercury switch dresser door ON
2009-07-21 20:09:07; mercury switch dresser door OFF
2009-07-21 20:09:12; mercury switch dresser door ON
2009-07-21 20:09:20; mercury switch dresser door OFF
2009-07-21 20:09:20; mercury switch dresser door ON
2009-07-21 20:09:21; mercury switch dresser door OFF
2009-07-21 20:09:24; mercury switch dresser door ON
2009-07-21 20:09:25; mercury switch dresser door OFF
2009-07-21 20:09:26; mercury switch dresser door ON
2009-07-21 20:09:27; mercury switch dresser door OFF
2009-07-21 20:09:28; mercury switch dresser door ON
2009-07-21 20:09:29; mercury switch dresser door OFF
2009-07-21 20:09:31; mercury switch dresser door ON
2009-07-21 20:09:33; mercury switch dresser door OFF
2009-07-21 20:09:34; mercury switch dresser door ON
2009-07-21 20:09:35; mercury switch dresser door OFF
2009-07-21 20:09:37; mercury switch dresser door ON
2009-07-21 20:09:39; mercury switch dresser door OFF
2009-07-21 20:10:07; mercury switch dresser door ON
2009-07-21 20:10:08; mercury switch dresser door OFF
2009-07-21 20:10:09; mercury switch dresser door ON
2009-07-21 20:10:10; mercury switch dresser door OFF
2009-07-21 20:10:12; mercury switch dresser door ON
2009-07-21 20:10:19; mercury switch dresser door OFF
2009-07-21 20:10:21; mercury switch dresser door ON
2009-07-21 20:10:22; mercury switch dresser door OFF
2009-07-21 20:10:35; mercury switch dresser door ON
2009-07-21 20:10:36; mercury switch dresser door OFF
2009-07-21 20:10:36; mercury switch dresser door ON
2009-07-21 20:10:37; mercury switch dresser door OFF
2009-07-21 20:10:39; mercury switch dresser door ON
2009-07-21 20:10:41; mercury switch dresser door OFF
2009-07-21 20:10:43; mercury switch dresser door ON
2009-07-21 20:10:44; mercury switch dresser door OFF
2009-07-21 20:10:52; mercury switch dresser door ON
2009-07-21 20:10:55; mercury switch dresser door OFF
2009-07-21 20:12:32; mercury switch dresser door ON
2009-07-21 20:12:33; mercury switch dresser door OFF
2009-07-21 20:12:40; mercury switch dresser door ON
2009-07-21 20:12:42; mercury switch dresser door OFF
2009-07-21 20:12:43; mercury switch dresser door ON
2009-07-21 20:12:44; mercury switch dresser door OFF
2009-07-21 20:12:45; mercury switch dresser door ON
2009-07-21 20:12:46; mercury switch dresser door OFF
2009-07-21 20:12:47; mercury switch dresser door ON
2009-07-21 20:12:48; mercury switch dresser door OFF
2009-07-21 20:12:49; mercury switch dresser door ON
2009-07-21 20:12:50; mercury switch dresser door OFF
2009-07-21 20:13:04; mercury switch dresser door ON
2009-07-21 20:13:05; mercury switch dresser door OFF
2009-07-21 20:13:10; mercury switch dresser door ON
2009-07-21 20:13:11; mercury switch dresser door OFF
2009-07-21 20:13:13; mercury switch dresser door ON
2009-07-21 20:13:14; mercury switch dresser door OFF
2009-07-21 20:13:16; mercury switch dresser door ON
2009-07-21 20:13:18; mercury switch dresser door OFF
2009-07-21 20:13:25; mercury switch dresser door ON
2009-07-21 20:13:26; mercury switch dresser door OFF
2009-07-21 20:13:28; mercury switch dresser door ON
2009-07-21 20:13:29; mercury switch dresser door OFF
2009-07-21 20:13:30; mercury switch dresser door ON
2009-07-21 20:13:31; mercury switch dresser door OFF
2009-07-21 20:13:32; mercury switch dresser door ON
2009-07-21 20:13:33; mercury switch dresser door OFF
2009-07-21 20:13:35; mercury switch dresser door ON
2009-07-21 20:13:36; mercury switch dresser door OFF
2009-07-21 20:13:46; mercury switch dresser door ON
2009-07-21 20:13:47; mercury switch dresser door OFF
2009-07-21 20:14:03; mercury switch dresser door ON
2009-07-21 20:14:04; mercury switch dresser door OFF
2009-07-21 20:14:09; mercury switch dresser door ON
2009-07-21 20:14:10; mercury switch dresser door OFF
2009-07-21 20:14:12; mercury switch dresser door ON
2009-07-21 20:14:16; mercury switch dresser door OFF
2009-07-21 20:14:18; mercury switch dresser door ON
2009-07-21 20:14:20; mercury switch dresser door OFF
2009-07-21 20:14:21; mercury switch dresser door ON
2009-07-21 20:14:22; mercury switch dresser door OFF
2009-07-21 20:14:23; mercury switch dresser door ON
2009-07-21 20:14:24; mercury switch dresser door OFF
2009-07-21 20:14:25; mercury switch dresser door ON
2009-07-21 20:14:26; mercury switch dresser door OFF
2009-07-21 20:14:28; mercury switch dresser door ON
2009-07-21 20:15:19; mercury switch dresser door OFF
2009-07-21 20:15:21; mercury switch dresser door ON
2009-07-21 20:15:23; mercury switch dresser door OFF
2009-07-21 20:15:24; mercury switch dresser door ON
2009-07-21 20:15:25; mercury switch dresser door OFF
2009-07-21 20:15:30; mercury switch dresser door ON
2009-07-21 20:15:31; mercury switch dresser door OFF
2009-07-21 20:15:59; mercury switch dresser door ON
2009-07-21 20:16:00; mercury switch dresser door OFF
2009-07-21 20:16:00; mercury switch dresser door ON
2009-07-21 20:16:01; mercury switch dresser door OFF
2009-07-21 20:16:03; mercury switch dresser door ON
2009-07-21 20:16:05; mercury switch dresser door OFF
2009-07-21 20:16:06; mercury switch dresser door ON
2009-07-21 20:16:07; mercury switch dresser door OFF
2009-07-21 20:16:08; mercury switch dresser door ON
2009-07-21 20:16:09; mercury switch dresser door OFF
2009-07-21 20:16:11; mercury switch dresser door ON
2009-07-21 20:16:13; mercury switch dresser door OFF
2009-07-21 20:16:14; mercury switch dresser door ON
2009-07-21 20:16:15; mercury switch dresser door OFF
2009-07-21 20:16:17; mercury switch dresser door ON
2009-07-21 20:16:19; mercury switch dresser door OFF
2009-07-21 20:16:19; mercury switch dresser door ON
2009-07-21 20:16:20; mercury switch dresser door OFF
2009-07-21 20:16:23; mercury switch dresser door ON
2009-07-21 20:16:24; mercury switch dresser door OFF
2009-07-21 20:16:26; mercury switch dresser door ON
2009-07-21 20:16:28; mercury switch dresser door OFF
2009-07-21 20:16:29; mercury switch dresser door ON
2009-07-21 20:16:30; mercury switch dresser door OFF
2009-07-21 20:16:30; mercury switch dresser door ON
2009-07-21 20:16:31; mercury switch dresser door OFF
2009-07-21 20:16:32; mercury switch dresser door ON
2009-07-21 20:16:33; mercury switch dresser door OFF
2009-07-21 20:16:52; mercury switch dresser door ON
2009-07-21 20:16:53; mercury switch dresser door OFF
2009-07-21 20:17:16; mercury switch dresser door ON
2009-07-21 20:17:17; mercury switch dresser door OFF
2009-07-21 20:17:48; mercury switch dresser door ON
2009-07-21 20:17:49; mercury switch dresser door OFF
2009-07-21 20:18:07; mercury switch dresser door ON
2009-07-21 20:18:08; mercury switch dresser door OFF
2009-07-21 20:18:37; mercury switch dresser door ON
2009-07-21 20:18:38; mercury switch dresser door OFF
2009-07-21 20:18:39; mercury switch dresser door ON
2009-07-21 20:18:40; mercury switch dresser door OFF
2009-07-21 20:18:42; mercury switch dresser door ON
2009-07-21 20:18:47; mercury switch dresser door OFF
2009-07-21 20:18:49; mercury switch dresser door ON
2009-07-21 20:18:51; mercury switch dresser door OFF
2009-07-21 20:18:53; mercury switch dresser door ON
2009-07-21 20:18:55; mercury switch dresser door OFF
2009-07-21 20:18:56; mercury switch dresser door ON
2009-07-21 20:18:57; mercury switch dresser door OFF
2009-07-21 20:18:59; mercury switch dresser door ON
2009-07-21 20:19:00; mercury switch dresser door OFF
2009-07-21 20:19:01; mercury switch dresser door ON
2009-07-21 20:19:02; mercury switch dresser door OFF
2009-07-21 20:19:04; mercury switch dresser door ON
2009-07-21 20:19:06; mercury switch dresser door OFF
2009-07-21 20:19:09; mercury switch dresser door ON
2009-07-21 20:19:11; mercury switch dresser door OFF
2009-07-21 20:19:12; mercury switch dresser door ON
2009-07-21 20:19:13; mercury switch dresser door OFF
2009-07-21 20:19:14; mercury switch dresser door ON
2009-07-21 20:19:15; mercury switch dresser door OFF
2009-07-21 20:19:38; mercury switch dresser door ON
2009-07-21 20:19:39; mercury switch dresser door OFF
2009-07-21 20:19:42; mercury switch dresser door ON
2009-07-21 20:19:43; mercury switch dresser door OFF
2009-07-21 20:19:48; mercury switch dresser door ON
2009-07-21 20:19:49; mercury switch dresser door OFF
2009-07-21 20:19:55; mercury switch dresser door ON
2009-07-21 20:19:56; mercury switch dresser door OFF
2009-07-21 20:19:57; mercury switch dresser door ON
2009-07-21 20:19:58; mercury switch dresser door OFF
2009-07-21 20:20:04; mercury switch dresser door ON
2009-07-21 20:20:05; mercury switch dresser door OFF
2009-07-21 20:20:23; mercury switch dresser door ON
2009-07-21 20:20:24; mercury switch dresser door OFF
2009-07-21 20:20:39; mercury switch dresser door ON
2009-07-21 20:20:40; mercury switch dresser door OFF
2009-07-21 20:20:55; mercury switch dresser door ON
2009-07-21 20:20:56; mercury switch dresser door OFF
2009-07-21 20:21:10; mercury switch dresser door ON
2009-07-21 20:21:13; mercury switch dresser door OFF
2009-07-21 20:21:14; mercury switch dresser door ON
2009-07-21 20:21:15; mercury switch dresser door OFF
2009-07-21 20:21:16; mercury switch dresser door ON
2009-07-21 20:21:17; mercury switch dresser door OFF
2009-07-21 20:21:18; mercury switch dresser door ON
2009-07-21 20:21:19; mercury switch dresser door OFF
2009-07-21 20:21:20; mercury switch dresser door ON
2009-07-21 20:21:21; mercury switch dresser door OFF
2009-07-21 20:21:23; mercury switch dresser door ON
2009-07-21 20:21:30; mercury switch dresser door OFF
2009-07-21 20:21:31; mercury switch dresser door ON
2009-07-21 20:21:32; mercury switch dresser door OFF
2009-07-21 20:21:37; mercury switch dresser door ON
2009-07-21 20:21:38; mercury switch dresser door OFF
2009-07-21 20:21:40; mercury switch dresser door ON
2009-07-21 20:21:41; mercury switch dresser door OFF
2009-07-21 20:21:42; mercury switch dresser door ON
2009-07-21 20:21:43; mercury switch dresser door OFF
2009-07-21 20:21:44; mercury switch dresser door ON
2009-07-21 20:21:45; mercury switch dresser door OFF
2009-07-21 20:21:46; mercury switch dresser door ON
2009-07-21 20:21:47; mercury switch dresser door OFF
2009-07-21 20:21:49; mercury switch dresser door ON
2009-07-21 20:21:50; mercury switch dresser door OFF
2009-07-21 20:21:56; mercury switch dresser door ON
2009-07-21 20:22:12; mercury switch dresser door OFF
2009-07-21 20:22:21; mercury switch dresser door ON
2009-07-21 20:22:23; mercury switch dresser door OFF
2009-07-21 20:22:25; mercury switch dresser door ON
2009-07-21 20:22:37; mercury switch dresser door OFF
