Ts_0,Ts_1,Ts_2,Ts_3,Ts_4,Ts_5,Ts_6,Ts_7,Ts_8,Ts_9,Ts_10,Ts_11,Ts_12,Ts_13,Ts_14,Ts_15,Ts_16,Ts_17,Ts_18,Ts_19,Ts_20,Ts_21,Ts_22,Ts_23
0   ,0   ,0   ,0   ,0   ,2   ,10  ,7   ,24  ,11  ,14   ,5    ,4    ,6    ,2    ,10   ,3    ,14   ,10   ,6    ,4    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,8   ,25  ,11  ,15   ,5    ,4    ,6    ,2    ,10   ,3    ,15   ,10   ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,8   ,24  ,11  ,15   ,6    ,4    ,6    ,2    ,10   ,3    ,16   ,10   ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,9   ,8   ,24  ,9   ,15   ,6    ,4    ,5    ,2    ,10   ,3    ,16   ,10   ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,7   ,7   ,24  ,9   ,16   ,6    ,4    ,5    ,2    ,10   ,7    ,19   ,12   ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,7   ,8   ,24  ,10  ,16   ,6    ,4    ,5    ,2    ,11   ,9    ,19   ,8    ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,8   ,23  ,10  ,16   ,8    ,5    ,5    ,2    ,12   ,9    ,20   ,9    ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,12  ,8   ,23  ,10  ,16   ,8    ,6    ,5    ,3    ,13   ,10   ,20   ,9    ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,8   ,21  ,9   ,18   ,8    ,5    ,4    ,3    ,13   ,11   ,21   ,9    ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,8   ,21  ,7   ,19   ,8    ,5    ,4    ,3    ,11   ,11   ,21   ,9    ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,8   ,20  ,7   ,19   ,9    ,5    ,4    ,3    ,11   ,11   ,22   ,7    ,5    ,3    ,2    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,9   ,20  ,8   ,19   ,10   ,6    ,4    ,3    ,12   ,11   ,21   ,7    ,6    ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,10  ,20  ,9   ,19   ,10   ,7    ,4    ,3    ,11   ,11   ,21   ,6    ,5    ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,11  ,19  ,9   ,18   ,12   ,8    ,3    ,3    ,11   ,12   ,20   ,6    ,6    ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,1   ,13  ,10  ,18  ,9   ,18   ,12   ,8    ,3    ,5    ,11   ,12   ,19   ,7    ,7    ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,1   ,15  ,10  ,18  ,9   ,19   ,16   ,8    ,3    ,6    ,11   ,12   ,19   ,7    ,7    ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,1   ,15  ,9   ,16  ,9   ,18   ,16   ,8    ,3    ,6    ,11   ,14   ,18   ,7    ,7    ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,15  ,9   ,16  ,9   ,19   ,16   ,8    ,3    ,6    ,13   ,16   ,18   ,7    ,5    ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,15  ,9   ,19  ,10  ,21   ,16   ,8    ,4    ,6    ,13   ,17   ,19   ,7    ,5    ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,16  ,10  ,21  ,10  ,18   ,16   ,8    ,4    ,5    ,13   ,17   ,19   ,7    ,5    ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,16  ,10  ,19  ,10  ,18   ,16   ,8    ,5    ,5    ,11   ,17   ,18   ,7    ,8    ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,15  ,10  ,18  ,10  ,20   ,16   ,8    ,5    ,5    ,11   ,19   ,17   ,9    ,12   ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,13  ,10  ,18  ,13  ,21   ,16   ,8    ,6    ,5    ,12   ,18   ,17   ,9    ,12   ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,13  ,11  ,20  ,13  ,23   ,16   ,8    ,6    ,5    ,13   ,19   ,18   ,9    ,12   ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,12  ,10  ,19  ,13  ,23   ,16   ,8    ,6    ,5    ,13   ,19   ,18   ,9    ,15   ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,10  ,19  ,16  ,25   ,15   ,7    ,6    ,7    ,12   ,18   ,19   ,9    ,15   ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,12  ,21  ,15  ,25   ,15   ,5    ,5    ,9    ,12   ,18   ,19   ,9    ,14   ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,12  ,20  ,14  ,26   ,15   ,5    ,6    ,9    ,10   ,17   ,18   ,12   ,14   ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,11  ,20  ,14  ,29   ,15   ,5    ,6    ,10   ,10   ,17   ,20   ,12   ,14   ,3    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,11  ,21  ,15  ,29   ,12   ,5    ,8    ,9    ,10   ,19   ,21   ,13   ,18   ,4    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,11  ,23  ,15  ,29   ,13   ,5    ,9    ,11   ,10   ,20   ,20   ,12   ,20   ,5    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,9   ,22  ,16  ,28   ,13   ,5    ,9    ,11   ,11   ,20   ,19   ,14   ,19   ,5    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,9   ,24  ,17  ,28   ,13   ,5    ,9    ,11   ,12   ,22   ,21   ,17   ,19   ,5    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,11  ,23  ,18  ,30   ,13   ,5    ,8    ,13   ,12   ,22   ,21   ,17   ,20   ,7    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,13  ,23  ,18  ,31   ,13   ,5    ,9    ,13   ,12   ,18   ,20   ,17   ,20   ,8    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,0   ,10  ,13  ,24  ,16  ,32   ,13   ,5    ,9    ,15   ,11   ,17   ,21   ,17   ,20   ,8    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,7   ,13  ,24  ,18  ,32   ,11   ,4    ,9    ,16   ,10   ,19   ,22   ,16   ,20   ,8    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,5   ,13  ,25  ,18  ,32   ,11   ,4    ,8    ,15   ,9    ,18   ,22   ,16   ,20   ,9    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,3   ,13  ,28  ,18  ,31   ,10   ,4    ,10   ,15   ,8    ,19   ,22   ,17   ,20   ,9    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,3   ,13  ,30  ,18  ,32   ,11   ,5    ,10   ,16   ,8    ,20   ,24   ,18   ,23   ,9    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,5   ,13  ,31  ,17  ,34   ,11   ,5    ,10   ,16   ,8    ,20   ,22   ,19   ,24   ,9    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,5   ,13  ,29  ,16  ,33   ,11   ,4    ,10   ,17   ,7    ,20   ,22   ,20   ,23   ,9    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,5   ,12  ,29  ,16  ,33   ,13   ,3    ,10   ,17   ,8    ,20   ,25   ,21   ,23   ,9    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,6   ,11  ,31  ,16  ,32   ,14   ,4    ,10   ,17   ,9    ,21   ,25   ,21   ,22   ,9    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,6   ,12  ,33  ,16  ,32   ,14   ,4    ,10   ,15   ,10   ,21   ,26   ,20   ,23   ,9    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,6   ,12  ,34  ,19  ,33   ,13   ,4    ,10   ,16   ,10   ,22   ,26   ,21   ,24   ,9    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,6   ,14  ,34  ,19  ,33   ,13   ,4    ,14   ,16   ,11   ,21   ,27   ,21   ,24   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,7   ,14  ,33  ,20  ,32   ,13   ,4    ,14   ,16   ,9    ,19   ,28   ,22   ,24   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,8   ,15  ,30  ,19  ,30   ,13   ,4    ,13   ,16   ,12   ,19   ,23   ,23   ,24   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,8   ,14  ,29  ,19  ,30   ,13   ,6    ,13   ,16   ,12   ,20   ,23   ,23   ,25   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,15  ,29  ,19  ,29   ,13   ,6    ,12   ,16   ,12   ,20   ,24   ,25   ,22   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,16  ,28  ,19  ,27   ,13   ,6    ,12   ,16   ,12   ,19   ,24   ,23   ,19   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,11  ,17  ,28  ,17  ,26   ,13   ,6    ,11   ,17   ,12   ,19   ,24   ,25   ,20   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,11  ,18  ,26  ,19  ,24   ,14   ,6    ,12   ,17   ,12   ,18   ,23   ,26   ,20   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,20  ,25  ,21  ,24   ,14   ,6    ,12   ,17   ,12   ,22   ,24   ,28   ,17   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,21  ,27  ,19  ,23   ,15   ,6    ,13   ,15   ,12   ,22   ,22   ,29   ,18   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,19  ,25  ,20  ,22   ,15   ,6    ,13   ,13   ,12   ,22   ,22   ,29   ,19   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,19  ,26  ,22  ,20   ,15   ,6    ,12   ,14   ,12   ,22   ,22   ,27   ,19   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,20  ,27  ,21  ,17   ,15   ,6    ,14   ,13   ,12   ,22   ,21   ,27   ,20   ,8    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,20  ,26  ,21  ,17   ,15   ,6    ,13   ,14   ,12   ,21   ,22   ,26   ,16   ,6    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,21  ,25  ,21  ,17   ,14   ,6    ,15   ,12   ,11   ,20   ,22   ,26   ,14   ,5    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,23  ,24  ,22  ,16   ,14   ,6    ,15   ,12   ,10   ,20   ,25   ,25   ,14   ,5    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,24  ,22  ,21  ,17   ,13   ,6    ,15   ,15   ,9    ,18   ,22   ,24   ,14   ,5    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,16  ,23  ,21  ,23  ,15   ,13   ,6    ,15   ,14   ,9    ,18   ,26   ,26   ,14   ,3    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,16  ,21  ,22  ,23  ,13   ,13   ,6    ,14   ,14   ,9    ,18   ,24   ,24   ,14   ,2    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,3   ,16  ,21  ,22  ,25  ,12   ,13   ,6    ,17   ,12   ,9    ,19   ,24   ,27   ,17   ,2    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,1   ,16  ,23  ,22  ,23  ,14   ,15   ,6    ,17   ,11   ,10   ,17   ,22   ,27   ,18   ,2    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,1   ,16  ,25  ,21  ,24  ,14   ,15   ,6    ,17   ,12   ,13   ,17   ,22   ,28   ,19   ,1    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,16  ,25  ,18  ,27  ,13   ,15   ,7    ,15   ,12   ,13   ,15   ,22   ,27   ,19   ,1    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,16  ,25  ,16  ,27  ,11   ,16   ,6    ,15   ,11   ,13   ,14   ,20   ,29   ,19   ,1    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,14  ,26  ,16  ,27  ,9    ,16   ,9    ,15   ,11   ,13   ,15   ,22   ,27   ,18   ,1    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,15  ,25  ,16  ,27  ,12   ,15   ,12   ,16   ,10   ,13   ,18   ,23   ,26   ,18   ,1    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,15  ,25  ,17  ,27  ,12   ,13   ,12   ,16   ,10   ,12   ,18   ,20   ,24   ,18   ,1    ,0    ,3    ,0
0   ,0   ,0   ,0   ,0   ,2   ,16  ,25  ,15  ,27  ,13   ,10   ,10   ,16   ,11   ,11   ,17   ,22   ,24   ,18   ,1    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,16  ,24  ,14  ,29  ,13   ,10   ,13   ,18   ,13   ,11   ,18   ,25   ,24   ,16   ,0    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,16  ,24  ,13  ,28  ,11   ,7    ,13   ,19   ,11   ,12   ,18   ,26   ,24   ,16   ,0    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,16  ,23  ,13  ,28  ,11   ,7    ,14   ,15   ,11   ,11   ,17   ,25   ,26   ,16   ,0    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,16  ,23  ,14  ,28  ,11   ,7    ,15   ,15   ,11   ,11   ,17   ,26   ,27   ,16   ,0    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,15  ,24  ,14  ,28  ,11   ,7    ,15   ,15   ,11   ,9    ,19   ,26   ,26   ,16   ,0    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,14  ,25  ,13  ,28  ,13   ,8    ,13   ,15   ,11   ,9    ,18   ,28   ,27   ,15   ,0    ,0    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,12  ,26  ,13  ,28  ,13   ,8    ,13   ,15   ,12   ,9    ,18   ,27   ,27   ,15   ,0    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,12  ,27  ,13  ,31  ,14   ,8    ,15   ,15   ,12   ,12   ,19   ,32   ,28   ,14   ,0    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,12  ,26  ,13  ,31  ,14   ,8    ,15   ,16   ,11   ,11   ,19   ,32   ,26   ,14   ,1    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,12  ,28  ,13  ,29  ,15   ,7    ,15   ,15   ,11   ,11   ,19   ,32   ,25   ,15   ,1    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,3   ,9   ,26  ,13  ,28  ,16   ,7    ,15   ,15   ,11   ,13   ,16   ,34   ,23   ,17   ,2    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,25  ,12  ,27  ,16   ,6    ,17   ,15   ,12   ,13   ,16   ,35   ,24   ,17   ,2    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,26  ,12  ,26  ,15   ,7    ,17   ,15   ,14   ,13   ,16   ,35   ,24   ,17   ,2    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,27  ,12  ,24  ,15   ,7    ,17   ,15   ,13   ,13   ,16   ,38   ,23   ,17   ,2    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,27  ,10  ,25  ,16   ,7    ,17   ,13   ,15   ,16   ,17   ,38   ,24   ,18   ,2    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,27  ,10  ,25  ,18   ,7    ,17   ,12   ,14   ,16   ,16   ,37   ,24   ,18   ,2    ,1    ,0    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,26  ,10  ,25  ,16   ,7    ,17   ,10   ,14   ,16   ,16   ,37   ,26   ,18   ,2    ,1    ,1    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,24  ,11  ,23  ,16   ,8    ,17   ,11   ,14   ,16   ,16   ,34   ,26   ,18   ,3    ,1    ,1    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,23  ,12  ,24  ,15   ,8    ,18   ,11   ,12   ,18   ,17   ,34   ,25   ,18   ,3    ,1    ,1    ,0
0   ,0   ,0   ,0   ,0   ,2   ,9   ,23  ,15  ,21  ,15   ,8    ,18   ,11   ,11   ,18   ,18   ,30   ,23   ,17   ,3    ,1    ,1    ,0
0   ,0   ,0   ,0   ,0   ,2   ,9   ,23  ,14  ,21  ,15   ,8    ,19   ,11   ,11   ,18   ,18   ,30   ,25   ,19   ,3    ,1    ,1    ,0
0   ,0   ,0   ,0   ,0   ,2   ,9   ,22  ,13  ,20  ,15   ,8    ,19   ,9    ,12   ,21   ,16   ,31   ,22   ,17   ,3    ,2    ,1    ,0
0   ,0   ,0   ,0   ,0   ,2   ,10  ,20  ,13  ,20  ,13   ,6    ,19   ,10   ,14   ,22   ,16   ,31   ,22   ,18   ,3    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,2   ,10  ,18  ,14  ,19  ,13   ,6    ,19   ,10   ,13   ,19   ,16   ,31   ,22   ,17   ,4    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,11  ,26  ,14  ,16  ,13   ,6    ,19   ,10   ,13   ,19   ,16   ,32   ,22   ,17   ,4    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,12  ,27  ,16  ,18  ,13   ,4    ,19   ,13   ,13   ,21   ,16   ,32   ,21   ,15   ,5    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,12  ,27  ,15  ,18  ,13   ,4    ,17   ,13   ,13   ,21   ,15   ,30   ,23   ,16   ,5    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,13  ,26  ,15  ,19  ,11   ,4    ,14   ,12   ,13   ,21   ,12   ,29   ,24   ,16   ,6    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,13  ,27  ,14  ,18  ,11   ,4    ,14   ,12   ,14   ,21   ,12   ,29   ,24   ,17   ,6    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,13  ,27  ,14  ,19  ,10   ,4    ,15   ,12   ,13   ,21   ,11   ,27   ,25   ,17   ,6    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,2   ,13  ,28  ,13  ,17  ,10   ,7    ,12   ,10   ,11   ,20   ,10   ,24   ,25   ,17   ,6    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,2   ,11  ,28  ,13  ,15  ,10   ,9    ,14   ,9    ,11   ,22   ,9    ,23   ,24   ,16   ,6    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,2   ,13  ,28  ,13  ,16  ,10   ,10   ,13   ,9    ,11   ,22   ,10   ,25   ,23   ,17   ,6    ,2    ,1    ,0
0   ,0   ,0   ,0   ,1   ,1   ,12  ,28  ,12  ,15  ,10   ,10   ,15   ,9    ,11   ,22   ,10   ,23   ,21   ,17   ,6    ,3    ,1    ,1
0   ,0   ,0   ,0   ,1   ,1   ,14  ,26  ,13  ,15  ,12   ,10   ,15   ,10   ,11   ,21   ,7    ,23   ,22   ,17   ,6    ,3    ,1    ,1
0   ,0   ,0   ,0   ,1   ,1   ,14  ,25  ,14  ,14  ,10   ,9    ,15   ,10   ,11   ,21   ,7    ,21   ,21   ,18   ,7    ,3    ,1    ,1
0   ,0   ,0   ,0   ,1   ,1   ,14  ,24  ,17  ,14  ,10   ,9    ,15   ,11   ,10   ,21   ,10   ,21   ,19   ,19   ,7    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,14  ,23  ,19  ,11  ,13   ,9    ,15   ,11   ,11   ,18   ,8    ,16   ,19   ,20   ,7    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,13  ,26  ,19  ,12  ,14   ,9    ,15   ,10   ,11   ,18   ,8    ,16   ,22   ,19   ,6    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,13  ,24  ,20  ,12  ,15   ,9    ,15   ,11   ,11   ,19   ,8    ,17   ,22   ,18   ,6    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,13  ,25  ,21  ,13  ,14   ,9    ,15   ,11   ,11   ,18   ,7    ,14   ,24   ,16   ,5    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,11  ,26  ,21  ,17  ,14   ,9    ,13   ,10   ,12   ,18   ,7    ,13   ,23   ,16   ,5    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,12  ,26  ,22  ,20  ,15   ,8    ,13   ,11   ,11   ,18   ,7    ,14   ,27   ,16   ,5    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,1   ,12  ,25  ,23  ,20  ,15   ,8    ,15   ,11   ,11   ,18   ,9    ,13   ,27   ,16   ,5    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,3   ,12  ,26  ,24  ,20  ,14   ,10   ,15   ,11   ,10   ,15   ,9    ,13   ,26   ,15   ,5    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,3   ,13  ,26  ,25  ,19  ,12   ,10   ,15   ,12   ,10   ,15   ,9    ,15   ,31   ,15   ,5    ,2    ,2    ,1
0   ,0   ,0   ,0   ,1   ,3   ,13  ,28  ,24  ,20  ,12   ,10   ,15   ,11   ,10   ,15   ,9    ,15   ,30   ,15   ,7    ,2    ,1    ,1
0   ,0   ,0   ,0   ,1   ,3   ,13  ,28  ,23  ,20  ,12   ,9    ,18   ,11   ,10   ,15   ,9    ,15   ,31   ,17   ,6    ,2    ,1    ,1
0   ,0   ,0   ,0   ,1   ,3   ,13  ,30  ,23  ,21  ,12   ,10   ,17   ,12   ,12   ,13   ,8    ,16   ,30   ,17   ,6    ,2    ,1    ,1
0   ,0   ,0   ,0   ,1   ,4   ,13  ,30  ,21  ,23  ,12   ,10   ,18   ,12   ,12   ,13   ,8    ,18   ,32   ,19   ,6    ,2    ,1    ,1
0   ,0   ,0   ,0   ,1   ,4   ,13  ,30  ,21  ,23  ,12   ,10   ,17   ,12   ,13   ,13   ,8    ,19   ,32   ,17   ,6    ,2    ,1    ,1
0   ,0   ,0   ,0   ,1   ,4   ,15  ,31  ,21  ,22  ,12   ,10   ,17   ,11   ,12   ,11   ,10   ,18   ,32   ,16   ,6    ,1    ,1    ,1
0   ,0   ,0   ,0   ,1   ,4   ,14  ,32  ,21  ,24  ,12   ,10   ,17   ,10   ,10   ,9    ,10   ,18   ,32   ,14   ,6    ,1    ,1    ,1
0   ,0   ,0   ,0   ,0   ,4   ,16  ,32  ,21  ,27  ,13   ,10   ,16   ,13   ,10   ,9    ,10   ,18   ,31   ,15   ,6    ,1    ,1    ,1
0   ,0   ,0   ,0   ,0   ,5   ,15  ,24  ,21  ,28  ,13   ,10   ,15   ,13   ,10   ,9    ,10   ,16   ,31   ,16   ,6    ,1    ,1    ,1
0   ,0   ,0   ,0   ,0   ,6   ,14  ,25  ,21  ,26  ,14   ,10   ,15   ,11   ,10   ,7    ,10   ,16   ,32   ,15   ,5    ,1    ,1    ,1
0   ,0   ,0   ,0   ,0   ,8   ,14  ,25  ,21  ,26  ,14   ,9    ,14   ,11   ,10   ,7    ,10   ,16   ,30   ,16   ,6    ,2    ,1    ,1
