sleeping_mean_occ_time,sleeping_std_occ_time,sleeping_mean_duration,sleeping_std_duration,sleeping_nb_occ,bed_to_toilet_mean_occ_time,bed_to_toilet_std_occ_time,bed_to_toilet_mean_duration,bed_to_toilet_std_duration,bed_to_toilet_nb_occ,meal_preparation_mean_occ_time,meal_preparation_std_occ_time,meal_preparation_mean_duration,meal_preparation_std_duration,meal_preparation_nb_occ,relax_mean_occ_time,relax_std_occ_time,relax_mean_duration,relax_std_duration,relax_nb_occ,housekeeping_mean_occ_time,housekeeping_std_occ_time,housekeeping_mean_duration,housekeeping_std_duration,housekeeping_nb_occ,eating_mean_occ_time,eating_std_occ_time,eating_mean_duration,eating_std_duration,eating_nb_occ,wash_dishes_mean_occ_time,wash_dishes_std_occ_time,wash_dishes_mean_duration,wash_dishes_std_duration,wash_dishes_nb_occ,leave_home_mean_occ_time,leave_home_std_occ_time,leave_home_mean_duration,leave_home_std_duration,leave_home_nb_occ,enter_home_mean_occ_time,enter_home_std_occ_time,enter_home_mean_duration,enter_home_std_duration,enter_home_nb_occ,work_mean_occ_time,work_std_occ_time ,work_mean_duration,work_std_duration ,work_nb_occ,resperate_mean_occ_time,resperate_std_occ_time,resperate_mean_duration,resperate_std_duration,resperate_nb_occ,nb_label
29872.06388235714     ,35797.992694808934   ,209.0764511297619     ,142.8144876270902    ,14             ,9945.996319142856          ,7635.254520657866         ,2.5324788976190473         ,1.2496421519126144        ,7                   ,46469.305000545464            ,18117.463220872767           ,6.313273012121211             ,6.377861165903942            ,33                     ,61752.193819236854 ,16015.330047947404,31.495869027631574 ,28.989132623904542,76          ,40709.239495400005        ,6492.146932262201        ,11.28163033               ,12.224617137712992       ,5                  ,50177.31672275      ,17739.692609669884 ,15.485919180555557  ,11.032166586554125 ,12           ,47844.594494             ,18054.83500614852       ,5.491925627083333        ,3.214883589589928       ,8                 ,44764.776931875         ,8579.86265818166       ,0.11934803958333332     ,0.11804996402860791    ,16               ,51014.2753388125        ,9268.6658276935        ,0.09359612916666664     ,0.03372536769045479    ,16               ,45645.847937      ,7406.737416115099 ,17.30053571875    ,16.18195818227597 ,8          ,                       ,                      ,                       ,                      ,0               ,10
30794.444420437496    ,35832.52174772496    ,213.39164198125005    ,153.86232936813937   ,16             ,16785.886405999998         ,23632.609330343574        ,2.4731200555555555         ,1.2080337128648917        ,9                   ,45285.71247592593             ,17289.48979419406            ,7.123783088271604             ,6.839886451903648            ,27                     ,61593.70044801316  ,15362.71104364605 ,31.174442046491237 ,29.517752742167353,76          ,40709.239495400005        ,6492.146932262201        ,11.28163033               ,12.224617137712992       ,5                  ,52619.340483909094  ,16484.65115305821  ,16.179969062121213  ,11.269102181275876 ,11           ,51272.212952285714       ,16690.017171271815      ,5.852390509523809        ,3.2821477244206743      ,7                 ,46444.556247791676      ,8738.854400572374      ,0.10532008055555553     ,0.0985705363563752     ,24               ,50661.096908125         ,9036.750621930883      ,0.0948510298611111      ,0.03465761807532998    ,24               ,45332.34565788889 ,7039.211588576924 ,23.26822877777778 ,22.752309082012225,9          ,                       ,                      ,                       ,                      ,0               ,10
27184.1236488         ,33976.33701621301    ,219.5025992255556     ,157.15848415690755   ,15             ,16866.192066888892         ,23644.4073632305          ,2.449943737037037          ,1.190794361843015         ,9                   ,45731.450548129025            ,18061.450567546184           ,5.97619189892473              ,6.404755265498354            ,31                     ,62217.09809940218  ,14612.566295497212,30.6924884527174   ,27.830247266720882,92          ,45343.5033132             ,10234.19274574246        ,15.748868803333334        ,12.530225424785717       ,5                  ,48015.132771111115  ,17696.48361556631  ,16.031635446296292  ,12.451458285658724 ,9            ,48179.98100828571        ,17444.598825187823      ,6.154575014285713        ,3.4879908838799887      ,7                 ,44050.8452215           ,8768.153122141595      ,0.10643882812500001     ,0.10940399699882233    ,16               ,48811.4501014375        ,9484.452574577503      ,0.09636454375000002     ,0.04063829955750592    ,16               ,46337.472292375   ,6830.212024539924 ,25.38471442708334 ,23.282190856970395,8          ,                       ,                      ,                       ,                      ,0               ,10
22878.029599466667    ,30247.63730561067    ,216.5496714677778     ,136.94385046146368   ,15             ,18974.91983688889          ,23086.371318426973        ,2.5741249944444444         ,1.1913987286384837        ,9                   ,44565.62330973077             ,18607.539589906533           ,5.407513200641025             ,4.573402269423091            ,26                     ,61529.92495434736  ,16294.613698649942,30.979500867368426 ,26.18305955018702 ,95          ,48036.333446000004        ,11837.421628125876       ,11.221461554166668        ,8.819410231676017        ,4                  ,49569.624318874994  ,18181.397860227455 ,16.735709591666662  ,13.036762692471838 ,8            ,50075.06763899999        ,18162.972210011525      ,6.210529980555556        ,3.764550938153148       ,6                 ,44199.7381748           ,9031.871327743793      ,0.07793722              ,0.017671554276930162   ,15               ,49432.823421266665      ,9512.961774157735      ,0.09834771888888888     ,0.04161273788971881    ,15               ,47801.229977142866,8868.826534374151 ,19.531585154761906,23.37870482894563 ,7          ,                       ,                      ,                       ,                      ,0               ,10
22188.05070625        ,29587.432983710813   ,208.17582319895834    ,142.54679500682124   ,16             ,20131.77655622222          ,22833.182742386896        ,2.7353377759259256         ,1.017829848897004         ,9                   ,43546.60361491667             ,17718.726018856676           ,4.796188527777777             ,3.6977017037096176           ,24                     ,60745.61502936274  ,15943.493558990995,30.574500958333335 ,26.272940964071154,102         ,50162.7839454             ,7863.934690901378        ,12.031659730000003        ,7.571311945058065        ,5                  ,49937.91286442856   ,15640.159779331276 ,18.189057892857143  ,12.730858956695423 ,7            ,50813.5145495            ,15891.19439164438       ,7.6042076624999995       ,3.8503273586708877      ,4                 ,45983.691430562496      ,8141.0136868645295     ,0.07600822812500001     ,0.023349283923843892   ,16               ,49378.969802875         ,7062.047183018525      ,0.08450145104166668     ,0.031697969788074376   ,16               ,47801.229977142866,8868.826534374151 ,19.531585154761906,23.37870482894563 ,7          ,                       ,                      ,                       ,                      ,0               ,10
21054.156856764705    ,29065.213430202515   ,190.77886642254904    ,142.03420775028565   ,17             ,18425.2222143              ,22270.583513701193        ,2.6651789283333334         ,0.843625993938611         ,10                  ,40166.84677348148             ,14171.785349620388           ,6.742947224074074             ,6.040666876808257            ,27                     ,60093.68747512902  ,16672.0938418382  ,32.19159092562722  ,26.1737723836161  ,93          ,50913.2418704             ,7075.787120585237        ,11.390622230000002        ,7.75188640986034         ,5                  ,40810.6421774       ,7041.781242961582  ,17.57043573         ,15.011717238579243 ,5            ,42501.87778933334        ,7770.040093776286       ,9.817460788888889        ,0.4156161121659662      ,3                 ,47584.80577365          ,8079.050495386077      ,0.07006106999999999     ,0.018371267372896006   ,20               ,50769.49017855          ,9647.618768118013      ,0.0842053175            ,0.032091633921816784   ,20               ,47997.66151242857 ,9091.039389830763 ,19.91346048095238 ,23.65403255113302 ,7          ,                       ,                      ,                       ,                      ,0               ,10
24478.74986657895     ,31107.914444326238   ,192.34711217631582    ,131.38901774086133   ,19             ,18669.688330636363         ,21248.236088141563        ,2.7490720954545456         ,0.8469858408362579        ,11                  ,41894.4841795                 ,14110.429033703174           ,6.846336095833334             ,5.867298412436622            ,28                     ,59772.82145604082  ,17761.223514666686,30.05600165204081  ,23.350536307822633,98          ,50913.2418704             ,7075.787120585237        ,11.390622230000002        ,7.75188640986034         ,5                  ,44898.013698999996  ,8816.4238619481    ,19.07800649333333   ,15.36151368873681  ,5            ,42501.87778933334        ,7770.040093776286       ,9.817460788888889        ,0.4156161121659662      ,3                 ,47668.731701952376      ,7960.106692136165      ,0.06995579999999998     ,0.01786967075181892    ,21               ,50511.13410680953       ,9348.760664780764      ,0.08340796825396825     ,0.031574977075927824   ,21               ,47997.66151242857 ,9091.039389830763 ,19.91346048095238 ,23.65403255113302 ,7          ,                       ,                      ,                       ,                      ,0               ,10
30775.948595166672    ,33496.450650440536   ,204.92263177592594    ,132.51976798879716   ,18             ,26859.809364545454         ,27609.374443763594        ,2.860703039393939          ,0.8736354955955921        ,11                  ,45460.848334892864            ,15828.013100296066           ,6.789272691666667             ,5.886147011635398            ,28                     ,59691.832975386125 ,17344.99824721949 ,30.259550522112214 ,23.83453626018129 ,101         ,50913.2418704             ,7075.787120585237        ,11.390622230000002        ,7.75188640986034         ,5                  ,46488.460763        ,9355.079602163098  ,13.921521872222222  ,8.908514469873465  ,3            ,34738.436701             ,0.0                     ,9.366982566666668        ,0.0                     ,1                 ,47668.731701952376      ,7960.106692136165      ,0.06995579999999998     ,0.01786967075181892    ,21               ,50511.13410680953       ,9348.760664780764      ,0.08340796825396825     ,0.031574977075927824   ,21               ,54735.18674       ,8570.684187859022 ,37.58068162222222 ,27.473398295149522,3          ,                       ,                      ,                       ,                      ,0               ,10
25805.8211889375      ,29870.211837039424   ,189.80246139479166    ,112.32178123845338   ,16             ,23328.258486500003         ,21882.90544372716         ,3.065138585                ,0.7684866466428393        ,10                  ,47547.6101499394              ,16685.705296023607           ,7.7090059540404035            ,9.024923870256135            ,33                     ,60620.668745096154 ,17482.160470543535,29.68751518397437  ,21.988865150172575,104         ,51299.880305833336        ,6516.881862668037        ,19.649316002777777        ,19.776414401724598       ,6                  ,51362.428732399996  ,15631.310436535747 ,14.227272143333332  ,8.762630524602558  ,5            ,34738.436701             ,0.0                     ,9.366982566666668        ,0.0                     ,1                 ,47717.051457083326      ,6208.77544178528       ,0.06476699166666668     ,0.020759973691741096   ,12               ,51478.374691916666      ,9962.794613062955      ,0.07536055              ,0.025530597940217656   ,12               ,60690.616397499994,1945.1256915000013,20.866135808333333,17.147982258333336,2          ,                       ,                      ,                       ,                      ,0               ,10
23629.378972611114    ,28984.50938049382    ,187.06519002037035    ,115.4230797991517    ,18             ,21855.3809831              ,22499.892870951404        ,2.8061019249999997         ,1.0483360607895411        ,10                  ,49270.64198483334             ,15948.061827228052           ,8.897094284444442             ,9.171959422774227            ,30                     ,60885.264879999995 ,17954.19087913026 ,31.476932341011235 ,23.38584431569327 ,89          ,49286.8423606             ,5162.341371961998        ,18.47315968               ,21.47155834430345        ,5                  ,58436.91908199999   ,14102.284618812237 ,15.006542056666666  ,7.9561196524135935 ,5            ,78129.471928             ,0.0                     ,1.9871333                ,0.0                     ,1                 ,47345.19257879999       ,7354.287826095036      ,0.07013873111111112     ,0.025439440512288282   ,15               ,51700.545766133335      ,10305.16130631841      ,0.07563473444444445     ,0.02299418346900046    ,15               ,60690.616397499994,1945.1256915000013,20.866135808333333,17.147982258333336,2          ,                       ,                      ,                       ,                      ,0               ,10
25437.291603599995    ,30680.94583524703    ,200.13282460666667    ,150.20968540441177   ,20             ,20136.33368545454          ,22177.074670811984        ,2.6170013621212123         ,1.1074422958434067        ,11                  ,49010.446083382354            ,15411.132002943046           ,8.808714595098037             ,8.855552343194901            ,34                     ,63450.320234530125 ,15440.32756597898 ,29.680607925301207 ,23.128819351925173,83          ,47240.3245885             ,3517.2482984902244       ,22.460092566666667        ,22.28915886596246        ,4                  ,56719.490186874995  ,13503.671973405793 ,12.854909427083333  ,7.078888539488038  ,8            ,78129.471928             ,0.0                     ,1.9871333                ,0.0                     ,1                 ,48048.23387872222       ,7460.017718799462      ,0.08121309814814816     ,0.04487118932789102    ,18               ,52078.924926499996      ,9806.039055758345      ,0.09438140555555558     ,0.07566385141110304    ,18               ,58745.490706      ,0.0               ,38.01411806666667 ,0.0               ,1          ,                       ,                      ,                       ,                      ,0               ,10
31612.97161277778     ,33749.42830657373    ,212.51346531203703    ,151.66096749114718   ,18             ,22097.784435555557         ,23700.603272900004        ,2.607938966666667          ,1.223821796992348         ,9                   ,48984.239805                  ,15668.067118541272           ,9.120501359999995             ,8.757488911978893            ,35                     ,63898.22574951191  ,15842.354801423888,29.523834756944446 ,21.541898734399975,84          ,50419.920610333334        ,4138.138654597972        ,36.16875067777778         ,21.77073681267759        ,3                  ,56312.49009777777   ,14515.07352063876  ,11.599941764814815  ,7.1502168085907325 ,9            ,60379.824028             ,17304.65055601725       ,8.882367644444445        ,5.231763741130117       ,3                 ,47868.525286312506      ,7703.594555087918      ,0.08842200416666667     ,0.04365420280923685    ,16               ,52351.442874            ,10223.69776708744      ,0.10195090937499998     ,0.07765894635787907    ,16               ,58745.490706      ,0.0               ,38.01411806666667 ,0.0               ,1          ,56067.9453             ,0.0                   ,24.919530683333335     ,0.0                   ,1               ,11
35069.16798825        ,34139.66033279883    ,213.68509223541668    ,156.62614049020766   ,16             ,23970.530412250002         ,24212.882752391743        ,2.6590079270833336         ,1.379841690561584         ,8                   ,49024.03963196876             ,17727.205871371396           ,8.211167926041668             ,8.576400900917156            ,32                     ,64826.6818054659   ,15691.93649301161 ,31.067017838068185 ,27.05858277084402 ,88          ,53345.308919              ,112.23643599999923       ,50.277953991666664        ,10.664830875             ,2                  ,55383.44116127273   ,16375.355382971653 ,11.615930075757577  ,7.1524275431544035 ,11           ,64875.19438125           ,16888.258109942486      ,7.693402070833333        ,4.976889720292188       ,4                 ,45700.243088923075      ,8897.593425956327      ,0.09429741666666665     ,0.04570588391722854    ,13               ,51331.00364161539       ,7631.6540747176505     ,0.14049423846153847     ,0.1381059267663199     ,13               ,                  ,                  ,                  ,                  ,0          ,56067.9453             ,0.0                   ,24.919530683333335     ,0.0                   ,1               ,10
30284.426874866665    ,33358.08247994521    ,205.7509846366667     ,176.57220563464125   ,15             ,21631.435844625            ,25257.17698982181         ,2.5247974187500004         ,1.3344243354725778        ,8                   ,48669.43494740625             ,18036.301208749155           ,8.147976920833335             ,8.645732552574637            ,32                     ,65209.60349811364  ,14428.362206915455,30.755678606060602 ,27.499104256615862,88          ,53345.308919              ,112.23643599999923       ,50.277953991666664        ,10.664830875             ,2                  ,53821.31859272728   ,17000.530750156977 ,9.847110472727273   ,5.737094931370319  ,11           ,64875.19438125           ,16888.258109942486      ,7.693402070833333        ,4.976889720292188       ,4                 ,44466.66012246667       ,8342.507659282212      ,0.0890402877777778      ,0.04444661525054626    ,15               ,49787.03670946667       ,8480.213477426976      ,0.1297758511111111      ,0.1320241195660154     ,15               ,                  ,                  ,                  ,                  ,0          ,56067.9453             ,0.0                   ,24.919530683333335     ,0.0                   ,1               ,10
28548.065442749998    ,32368.63864814005    ,208.7761911947917     ,186.14616585839977   ,16             ,22249.854513375            ,24460.392087240405        ,2.5658276312500004         ,1.2367315058514985        ,8                   ,47672.35042299999             ,18635.609468721283           ,9.024238047222221             ,8.787361856638881            ,30                     ,64744.14804425581  ,14704.687729261776,30.011129342054268 ,27.6746249659285  ,86          ,53345.308919              ,112.23643599999923       ,50.277953991666664        ,10.664830875             ,2                  ,55190.45749191667   ,16898.31835468022  ,10.042587533333334  ,5.53097889082157   ,12           ,66098.0202894            ,15302.020206397652      ,6.96991781               ,4.68073316191537        ,5                 ,46062.9492159           ,8710.530866580246      ,0.08735250083333333     ,0.04074925768134634    ,20               ,50853.3138131           ,8273.339851765697      ,0.1294213575            ,0.12475832293565432    ,20               ,                  ,                  ,                  ,                  ,0          ,56067.9453             ,0.0                   ,24.919530683333335     ,0.0                   ,1               ,10
31430.171028470588    ,33745.4815355085     ,212.1212308156863     ,186.78369651709312   ,17             ,21908.55298175             ,24518.490272500443        ,2.5153014958333335         ,1.1963741726791646        ,8                   ,47838.57383796552             ,18071.56468666499            ,8.48253432586207              ,5.738290024645997            ,29                     ,64744.08246253659  ,14811.68090800139 ,29.213905831300814 ,27.215989863455448,82          ,53457.545355              ,0.0                      ,39.613123116666664        ,0.0                      ,1                  ,54493.87285299999   ,16175.766104160839 ,9.11392553          ,4.125814934542591  ,10           ,66098.0202894            ,15302.020206397652      ,6.96991781               ,4.68073316191537        ,5                 ,45105.71064831818       ,9016.384672754659      ,0.08579602272727273     ,0.03918415213180673    ,22               ,49919.05959172728       ,8427.795823479883      ,0.1237314174242424      ,0.12031146728732489    ,22               ,51590.61080942857 ,6934.381273979887 ,18.9807215452381  ,25.66908274755839 ,7          ,56067.9453             ,0.0                   ,24.919530683333335     ,0.0                   ,1               ,11
37653.683291187495    ,35699.99862405495    ,213.31078087604172    ,187.1020396890066    ,16             ,23109.789601125005         ,23934.75790135254         ,2.8079842791666665         ,0.9717822461545524        ,8                   ,44737.56862444828             ,16613.063154953              ,7.555321652298849             ,6.081437801833026            ,29                     ,63429.2935231978   ,14904.334137338838,27.44705307326007  ,27.142469781554535,91          ,53457.545355              ,0.0                      ,39.613123116666664        ,0.0                      ,1                  ,51252.1593733       ,16117.31819434703  ,8.769074759999999   ,4.349780573581381  ,10           ,63090.15737975           ,15730.657379143815      ,8.215613937499999        ,4.430325547403412       ,4                 ,44372.56627381818       ,8786.93566430249       ,0.08372355378787875     ,0.03765229494789033    ,22               ,48666.3038105           ,8210.973735534033      ,0.12361413106060604     ,0.12040864500607586    ,22               ,52135.370429625   ,6644.718165797813 ,23.746411758333338,27.120503413722194,8          ,56067.9453             ,0.0                   ,24.919530683333335     ,0.0                   ,1               ,11
