tw_id;mean;std
97;15908.106594500001;8721.120035555787
98;17055.1931911;9710.823194002594
99;18022.628806416666;9151.562318989858
100;17090.458418538463;9150.226572954767
101;14353.705672636366;7841.5576158768745
102;16518.58846945455;6999.093024695173
103;17921.639465499997;7240.825060170822
104;18655.46772233333;7256.864522380833
105;18005.808610899996;6413.520449843703
106;15238.905895555557;7603.458793233624
107;17577.85299675;8669.433537560684
108;19614.289780888892;7258.504869003395
109;19009.15333975;7481.705590202415
110;18007.5074952;7281.162241897386
111;16803.45424181818;8534.593001111678
112;16083.991839545457;8527.940967747296
113;16490.250067333334;7655.753407501081
114;15551.700220307694;6758.07603145476
115;14672.810460454546;6622.530973108795
116;14262.033832;7510.364656398559
117;14645.049363384616;8470.575680096605
118;16334.59815475;8414.647930984573
119;17179.60979081818;8921.340049361266
120;17807.73407490909;9970.750090529908
121;18127.907968222222;10769.111601604474
122;19629.629950181818;10272.917842522354
123;21890.6224604;8993.02505278083
124;20383.067503625;10856.84779198712
125;20211.736488375;10752.549546021924
126;17106.47534190909;11613.99784346672
127;17499.01003844444;11343.990645101372
128;14940.907571642858;10901.172428424852
129;12897.09422323077;10210.862588304797
130;10417.090029352941;8726.958409111903
131;11335.420794470589;8477.910392637283
132;10987.748690529412;7967.452691308434
133;10714.484216857143;6651.529020917198
134;10627.142518749999;6883.712447114434
135;10916.174643857143;7995.743449894689
136;11274.404489999999;8114.7758107111595
137;13084.5196534;8533.16704707687
138;12663.864606000001;8131.877411654145
139;12186.551852272729;7818.955234287878
140;11104.51420076923;7827.450234295678
141;11250.728287000002;7390.55439102224
142;10687.143807249999;5126.35961692205
143;11065.245662083333;5664.017159903447
144;12381.596187615385;6190.565674711014
145;12745.400191214285;7276.558067959179
146;12017.0784038;7232.073861257527
147;14103.012986071428;7475.536225868998
148;14589.412586333334;8334.08831612791
149;15537.879437357144;7931.925290281691
150;15040.4311056;7582.141266155657
151;14241.329911266666;7426.214887073899
152;15050.212041785713;7162.308453791262
153;16154.482673749999;7051.313900525482
154;14619.326487583334;6821.781367669151
155;15015.648678000003;4408.883422638034
156;15056.937545923078;5298.004386427871
157;15167.937899545454;5667.304980277731
158;15194.111274454544;5563.385777419961
159;14062.324785909092;4733.22850276006
160;14156.266772285715;6105.738575635239
161;13732.937486642857;6698.007466519919
162;13958.78828846154;7169.842108834312
163;13186.00459576923;7601.137510547345
164;19446.283672;3683.3741531521637
165;13583.375746692309;8478.04419213069
166;14418.07636730769;8502.413611620688
