date;activity
2008-11-20 01:46:48;bed right, pressure mat OFF
2008-11-20 01:46:54;bed right, pressure mat ON
2008-11-20 01:46:56;bed right, pressure mat OFF
2008-11-20 01:48:40;bed right, pressure mat ON
2008-11-20 01:48:41;bed right, pressure mat OFF
2008-11-20 01:49:27;bed right, pressure mat ON
2008-11-20 01:49:28;bed right, pressure mat OFF
2008-11-20 01:49:30;bed right, pressure mat ON
2008-11-20 01:49:31;bed right, pressure mat OFF
2008-11-20 01:49:33;bed right, pressure mat ON
2008-11-20 01:49:58;bed right, pressure mat OFF
2008-11-20 01:50:18;bed right, pressure mat ON
2008-11-20 01:50:19;bed right, pressure mat OFF
2008-11-20 01:50:24;bed right, pressure mat ON
2008-11-20 01:50:25;bed right, pressure mat OFF
2008-11-20 01:50:27;bed right, pressure mat ON
2008-11-20 01:50:28;bed right, pressure mat OFF
2008-11-20 01:50:31;bed right, pressure mat ON
2008-11-20 01:50:32;bed right, pressure mat OFF
2008-11-20 01:51:15;bed right, pressure mat ON
2008-11-20 01:51:16;bed right, pressure mat OFF
2008-11-20 01:51:48;bed right, pressure mat ON
2008-11-20 01:51:49;bed right, pressure mat OFF
2008-11-20 01:51:52;bed right, pressure mat ON
2008-11-20 01:51:54;bed right, pressure mat OFF
2008-11-20 01:51:56;bed right, pressure mat ON
2008-11-20 01:51:57;bed right, pressure mat OFF
2008-11-20 01:52:00;bed right, pressure mat ON
2008-11-20 01:52:01;bed right, pressure mat OFF
2008-11-20 01:52:03;bed right, pressure mat ON
2008-11-20 01:52:06;bed right, pressure mat OFF
2008-11-20 01:52:08;bed right, pressure mat ON
2008-11-20 01:52:09;bed right, pressure mat OFF
2008-11-20 01:52:12;bed right, pressure mat ON
2008-11-20 01:52:14;bed right, pressure mat OFF
2008-11-20 01:52:15;bed right, pressure mat ON
2008-11-20 01:52:16;bed right, pressure mat OFF
2008-11-20 01:52:19;bed right, pressure mat ON
2008-11-20 01:52:23;bed right, pressure mat OFF
2008-11-20 01:52:25;bed right, pressure mat ON
2008-11-20 01:52:26;bed right, pressure mat OFF
2008-11-20 01:52:29;bed right, pressure mat ON
2008-11-20 01:52:30;bed right, pressure mat OFF
2008-11-20 01:52:33;bed right, pressure mat ON
2008-11-20 01:52:35;bed right, pressure mat OFF
2008-11-20 01:52:38;bed right, pressure mat ON
2008-11-20 01:52:39;bed right, pressure mat OFF
2008-11-20 01:52:42;bed right, pressure mat ON
2008-11-20 01:52:45;bed right, pressure mat OFF
2008-11-20 01:52:46;bed right, pressure mat ON
2008-11-20 01:52:47;bed right, pressure mat OFF
2008-11-20 01:52:58;bed right, pressure mat ON
2008-11-20 01:52:59;bed right, pressure mat OFF
2008-11-20 01:53:52;bed right, pressure mat ON
2008-11-20 01:55:10;bed right, pressure mat OFF
2008-11-20 01:55:11;bed right, pressure mat ON
2008-11-20 01:55:12;bed right, pressure mat OFF
2008-11-20 01:55:13;bed right, pressure mat ON
2008-11-20 01:55:14;bed right, pressure mat OFF
2008-11-20 01:55:16;bed right, pressure mat ON
2008-11-20 01:55:17;bed right, pressure mat OFF
2008-11-20 01:55:19;bed right, pressure mat ON
2008-11-20 01:55:20;bed right, pressure mat OFF
2008-11-20 01:55:28;bed right, pressure mat ON
2008-11-20 01:55:31;bed right, pressure mat OFF
2008-11-20 01:55:33;bed right, pressure mat ON
2008-11-20 01:55:34;bed right, pressure mat OFF
2008-11-20 01:55:38;bed right, pressure mat ON
2008-11-20 01:55:39;bed right, pressure mat OFF
2008-11-20 01:55:42;bed right, pressure mat ON
2008-11-20 01:55:43;bed right, pressure mat OFF
2008-11-20 01:55:47;bed right, pressure mat ON
2008-11-20 01:55:49;bed right, pressure mat OFF
2008-11-20 01:55:52;bed right, pressure mat ON
2008-11-20 01:55:53;bed right, pressure mat OFF
2008-11-20 01:55:54;bed right, pressure mat ON
2008-11-20 01:55:55;bed right, pressure mat OFF
2008-11-20 01:56:35;bed right, pressure mat ON
2008-11-20 01:56:36;bed right, pressure mat OFF
2008-11-20 01:57:35;bed right, pressure mat ON
2008-11-20 01:57:37;bed right, pressure mat OFF
2008-11-20 01:57:38;bed right, pressure mat ON
2008-11-20 01:57:39;bed right, pressure mat OFF
2008-11-20 01:57:41;bed right, pressure mat ON
2008-11-20 01:57:42;bed right, pressure mat OFF
2008-11-20 01:57:44;bed right, pressure mat ON
2008-11-20 01:57:45;bed right, pressure mat OFF
2008-11-20 01:57:48;bed right, pressure mat ON
2008-11-20 01:57:49;bed right, pressure mat OFF
2008-11-20 01:57:51;bed right, pressure mat ON
2008-11-20 01:57:52;bed right, pressure mat OFF
2008-11-20 01:57:54;bed right, pressure mat ON
2008-11-20 01:57:55;bed right, pressure mat OFF
2008-11-20 01:58:13;bed right, pressure mat ON
2008-11-20 01:58:14;bed right, pressure mat OFF
2008-11-20 01:58:16;bed right, pressure mat ON
2008-11-20 01:58:17;bed right, pressure mat OFF
2008-11-20 01:58:19;bed right, pressure mat ON
2008-11-20 01:58:20;bed right, pressure mat OFF
2008-11-20 01:58:21;bed right, pressure mat ON
2008-11-20 01:58:22;bed right, pressure mat OFF
2008-11-20 01:58:23;bed right, pressure mat ON
2008-11-20 01:58:24;bed right, pressure mat OFF
2008-11-20 02:00:06;bed right, pressure mat ON
2008-11-20 02:00:07;bed right, pressure mat OFF
2008-11-20 02:00:47;bed right, pressure mat ON
2008-11-20 02:00:49;bed right, pressure mat OFF
2008-11-20 02:00:50;bed right, pressure mat ON
2008-11-20 02:00:51;bed right, pressure mat OFF
2008-11-20 02:01:20;bed right, pressure mat ON
2008-11-20 02:01:21;bed right, pressure mat OFF
2008-11-20 02:08:23;bed right, pressure mat ON
2008-11-20 02:08:24;bed right, pressure mat OFF
2008-11-20 02:08:59;bed right, pressure mat ON
2008-11-20 02:09:00;bed right, pressure mat OFF
2008-11-20 02:09:01;bed right, pressure mat ON
2008-11-20 02:09:02;bed right, pressure mat OFF
2008-11-20 02:09:04;bed right, pressure mat ON
2008-11-20 02:09:05;bed right, pressure mat OFF
2008-11-20 02:09:29;bed right, pressure mat ON
2008-11-20 02:09:41;bed right, pressure mat OFF
2008-11-20 02:09:44;bed right, pressure mat ON
2008-11-20 02:09:47;bed right, pressure mat OFF
2008-11-20 02:09:48;bed right, pressure mat ON
2008-11-20 02:09:49;bed right, pressure mat OFF
2008-11-20 02:09:50;bed right, pressure mat ON
2008-11-20 02:09:53;bed right, pressure mat OFF
2008-11-20 02:09:54;bed right, pressure mat ON
2008-11-20 02:09:55;bed right, pressure mat OFF
2008-11-20 02:09:58;bed right, pressure mat ON
2008-11-20 02:09:59;bed right, pressure mat OFF
2008-11-20 02:10:01;bed right, pressure mat ON
2008-11-20 02:10:05;bed right, pressure mat OFF
2008-11-20 02:10:07;bed right, pressure mat ON
2008-11-20 02:10:09;bed right, pressure mat OFF
2008-11-20 02:10:11;bed right, pressure mat ON
2008-11-20 02:10:13;bed right, pressure mat OFF
2008-11-20 02:10:19;bed right, pressure mat ON
2008-11-20 02:10:20;bed right, pressure mat OFF
2008-11-20 02:10:22;bed right, pressure mat ON
2008-11-20 02:10:23;bed right, pressure mat OFF
2008-11-20 02:10:24;bed right, pressure mat ON
2008-11-20 02:10:25;bed right, pressure mat OFF
2008-11-20 02:10:58;bed right, pressure mat ON
2008-11-20 02:10:59;bed right, pressure mat OFF
2008-11-20 02:11:27;bed right, pressure mat ON
2008-11-20 02:11:28;bed right, pressure mat OFF
2008-11-20 02:11:30;bed right, pressure mat ON
2008-11-20 02:11:47;bed right, pressure mat OFF
2008-11-20 02:11:51;bed right, pressure mat ON
2008-11-20 02:11:52;bed right, pressure mat OFF
2008-11-20 02:11:53;bed right, pressure mat ON
2008-11-20 02:11:54;bed right, pressure mat OFF
2008-11-20 02:12:18;bed right, pressure mat ON
2008-11-20 02:12:19;bed right, pressure mat OFF
2008-11-20 02:12:49;bed right, pressure mat ON
2008-11-20 02:12:51;bed right, pressure mat OFF
2008-11-20 02:12:52;bed right, pressure mat ON
2008-11-20 02:12:53;bed right, pressure mat OFF
2008-11-20 02:12:54;bed right, pressure mat ON
2008-11-20 02:12:55;bed right, pressure mat OFF
2008-11-20 02:12:56;bed right, pressure mat ON
2008-11-20 02:12:57;bed right, pressure mat OFF
2008-11-20 02:12:58;bed right, pressure mat ON
2008-11-20 02:12:59;bed right, pressure mat OFF
2008-11-20 02:13:00;bed right, pressure mat ON
2008-11-20 02:13:01;bed right, pressure mat OFF
2008-11-20 02:13:03;bed right, pressure mat ON
2008-11-20 02:13:05;bed right, pressure mat OFF
2008-11-20 02:13:06;bed right, pressure mat ON
2008-11-20 02:13:07;bed right, pressure mat OFF
2008-11-20 02:13:08;bed right, pressure mat ON
2008-11-20 02:13:09;bed right, pressure mat OFF
2008-11-20 02:13:10;bed right, pressure mat ON
2008-11-20 02:13:11;bed right, pressure mat OFF
2008-11-20 02:13:13;bed right, pressure mat ON
2008-11-20 02:13:15;bed right, pressure mat OFF
2008-11-20 02:13:16;bed right, pressure mat ON
2008-11-20 02:13:17;bed right, pressure mat OFF
2008-11-20 02:13:18;bed right, pressure mat ON
2008-11-20 02:13:19;bed right, pressure mat OFF
2008-11-20 02:13:20;bed right, pressure mat ON
2008-11-20 02:13:21;bed right, pressure mat OFF
2008-11-20 02:13:32;bed right, pressure mat ON
2008-11-20 02:13:33;bed right, pressure mat OFF
2008-11-20 02:13:34;bed right, pressure mat ON
2008-11-20 02:13:35;bed right, pressure mat OFF
2008-11-20 02:13:39;bed right, pressure mat ON
2008-11-20 02:13:40;bed right, pressure mat OFF
2008-11-20 02:13:53;bed right, pressure mat ON
2008-11-20 02:17:51;bed right, pressure mat OFF
2008-11-20 02:17:55;bed right, pressure mat ON
2008-11-20 02:18:00;bed right, pressure mat OFF
2008-11-20 02:18:01;bed right, pressure mat ON
2008-11-20 02:18:02;bed right, pressure mat OFF
2008-11-20 02:18:03;bed right, pressure mat ON
2008-11-20 02:18:04;bed right, pressure mat OFF
2008-11-20 02:18:06;bed right, pressure mat ON
2008-11-20 02:19:06;bed right, pressure mat OFF
2008-11-20 02:19:07;bed right, pressure mat ON
2008-11-20 02:19:08;bed right, pressure mat OFF
2008-11-20 02:19:35;bed right, pressure mat ON
2008-11-20 02:19:36;bed right, pressure mat OFF
2008-11-20 02:19:37;bed right, pressure mat ON
2008-11-20 02:23:53;bed right, pressure mat OFF
2008-11-20 02:23:54;bed right, pressure mat ON
2008-11-20 02:23:55;bed right, pressure mat OFF
2008-11-20 02:24:34;bed right, pressure mat ON
2008-11-20 02:24:35;bed right, pressure mat OFF
2008-11-20 02:25:06;bed right, pressure mat ON
2008-11-20 02:25:07;bed right, pressure mat OFF
2008-11-20 02:25:09;bed right, pressure mat ON
2008-11-20 02:25:11;bed right, pressure mat OFF
2008-11-20 02:25:14;bed right, pressure mat ON
2008-11-20 02:25:15;bed right, pressure mat OFF
2008-11-20 02:25:17;bed right, pressure mat ON
2008-11-20 02:25:18;bed right, pressure mat OFF
2008-11-20 02:25:39;bed right, pressure mat ON
2008-11-20 02:29:11;bed right, pressure mat OFF
2008-11-20 02:29:27;bed right, pressure mat ON
2008-11-20 02:29:28;bed right, pressure mat OFF
2008-11-20 02:29:40;bed right, pressure mat ON
2008-11-20 02:29:41;bed right, pressure mat OFF
2008-11-20 02:29:55;bed right, pressure mat ON
2008-11-20 02:29:56;bed right, pressure mat OFF
2008-11-20 02:30:00;bed right, pressure mat ON
2008-11-20 02:30:01;bed right, pressure mat OFF
2008-11-20 02:30:37;bed right, pressure mat ON
2008-11-20 02:30:39;bed right, pressure mat OFF
2008-11-20 02:30:40;bed right, pressure mat ON
2008-11-20 02:30:41;bed right, pressure mat OFF
2008-11-20 02:30:42;bed right, pressure mat ON
2008-11-20 02:30:43;bed right, pressure mat OFF
2008-11-20 02:30:49;bed right, pressure mat ON
2008-11-20 02:30:50;bed right, pressure mat OFF
2008-11-20 02:30:53;bed right, pressure mat ON
2008-11-20 02:30:54;bed right, pressure mat OFF
2008-11-20 02:30:55;bed right, pressure mat ON
2008-11-20 02:30:56;bed right, pressure mat OFF
2008-11-20 02:30:58;bed right, pressure mat ON
2008-11-20 02:30:59;bed right, pressure mat OFF
2008-11-20 02:31:01;bed right, pressure mat ON
2008-11-20 02:31:02;bed right, pressure mat OFF
2008-11-20 02:31:02;bed right, pressure mat ON
2008-11-20 02:31:03;bed right, pressure mat OFF
2008-11-20 02:31:05;bed right, pressure mat ON
2008-11-20 02:31:06;bed right, pressure mat OFF
2008-11-20 02:31:08;bed right, pressure mat ON
2008-11-20 02:31:11;bed right, pressure mat OFF
2008-11-20 02:31:14;bed right, pressure mat ON
2008-11-20 02:31:15;bed right, pressure mat OFF
2008-11-20 02:31:16;bed right, pressure mat ON
2008-11-20 02:31:17;bed right, pressure mat OFF
2008-11-20 02:31:18;bed right, pressure mat ON
2008-11-20 02:31:19;bed right, pressure mat OFF
2008-11-20 02:31:22;bed right, pressure mat ON
2008-11-20 02:31:23;bed right, pressure mat OFF
2008-11-20 02:32:27;bed right, pressure mat ON
2008-11-20 02:33:50;bed right, pressure mat OFF
2008-11-20 02:33:52;bed right, pressure mat ON
2008-11-20 02:33:53;bed right, pressure mat OFF
2008-11-20 02:33:55;bed right, pressure mat ON
2008-11-20 02:33:56;bed right, pressure mat OFF
2008-11-20 02:33:58;bed right, pressure mat ON
2008-11-20 02:33:59;bed right, pressure mat OFF
2008-11-20 02:34:00;bed right, pressure mat ON
2008-11-20 02:34:01;bed right, pressure mat OFF
2008-11-20 02:34:02;bed right, pressure mat ON
2008-11-20 02:34:03;bed right, pressure mat OFF
2008-11-20 02:34:05;bed right, pressure mat ON
2008-11-20 02:34:06;bed right, pressure mat OFF
2008-11-20 02:34:07;bed right, pressure mat ON
2008-11-20 02:34:08;bed right, pressure mat OFF
2008-11-20 02:34:10;bed right, pressure mat ON
2008-11-20 02:34:22;bed right, pressure mat OFF
2008-11-20 02:34:25;bed right, pressure mat ON
2008-11-20 02:34:26;bed right, pressure mat OFF
2008-11-20 02:34:32;bed right, pressure mat ON
2008-11-20 02:34:33;bed right, pressure mat OFF
2008-11-20 02:34:34;bed right, pressure mat ON
2008-11-20 02:34:35;bed right, pressure mat OFF
2008-11-20 02:34:36;bed right, pressure mat ON
2008-11-20 02:34:37;bed right, pressure mat OFF
2008-11-20 02:34:55;bed right, pressure mat ON
2008-11-20 02:35:04;bed right, pressure mat OFF
2008-11-20 02:35:07;bed right, pressure mat ON
2008-11-20 02:35:08;bed right, pressure mat OFF
2008-11-20 02:36:55;bed right, pressure mat ON
2008-11-20 02:36:56;bed right, pressure mat OFF
2008-11-20 02:37:36;bed right, pressure mat ON
2008-11-20 02:37:37;bed right, pressure mat OFF
2008-11-20 02:37:42;bed right, pressure mat ON
2008-11-20 02:37:43;bed right, pressure mat OFF
2008-11-20 02:37:45;bed right, pressure mat ON
2008-11-20 02:37:46;bed right, pressure mat OFF
2008-11-20 02:37:48;bed right, pressure mat ON
2008-11-20 02:37:49;bed right, pressure mat OFF
2008-11-20 02:38:05;bed right, pressure mat ON
2008-11-20 02:38:06;bed right, pressure mat OFF
2008-11-20 02:38:13;bed right, pressure mat ON
2008-11-20 02:38:14;bed right, pressure mat OFF
2008-11-20 02:38:21;bed right, pressure mat ON
2008-11-20 02:38:24;bed right, pressure mat OFF
2008-11-20 02:38:26;bed right, pressure mat ON
2008-11-20 02:38:27;bed right, pressure mat OFF
2008-11-20 02:38:29;bed right, pressure mat ON
2008-11-20 02:38:30;bed right, pressure mat OFF
2008-11-20 02:38:38;bed right, pressure mat ON
2008-11-20 02:38:39;bed right, pressure mat OFF
2008-11-20 02:38:41;bed right, pressure mat ON
2008-11-20 02:38:44;bed right, pressure mat OFF
2008-11-20 02:38:45;bed right, pressure mat ON
2008-11-20 02:38:46;bed right, pressure mat OFF
2008-11-20 02:38:46;bed right, pressure mat ON
2008-11-20 02:38:47;bed right, pressure mat OFF
2008-11-20 02:38:48;bed right, pressure mat ON
2008-11-20 02:38:49;bed right, pressure mat OFF
2008-11-20 02:38:51;bed right, pressure mat ON
2008-11-20 02:38:52;bed right, pressure mat OFF
2008-11-20 02:38:54;bed right, pressure mat ON
2008-11-20 02:38:56;bed right, pressure mat OFF
2008-11-20 02:38:57;bed right, pressure mat ON
2008-11-20 02:38:58;bed right, pressure mat OFF
2008-11-20 02:39:00;bed right, pressure mat ON
2008-11-20 02:39:01;bed right, pressure mat OFF
2008-11-20 02:39:02;bed right, pressure mat ON
2008-11-20 02:39:03;bed right, pressure mat OFF
2008-11-20 02:39:06;bed right, pressure mat ON
2008-11-20 02:39:07;bed right, pressure mat OFF
2008-11-20 02:39:10;bed right, pressure mat ON
2008-11-20 02:39:12;bed right, pressure mat OFF
2008-11-20 02:39:14;bed right, pressure mat ON
2008-11-20 02:39:15;bed right, pressure mat ON
2008-11-20 02:39:15;bed right, pressure mat OFF
2008-11-20 02:39:16;bed right, pressure mat OFF
2008-11-20 02:39:22;bed right, pressure mat ON
2008-11-20 02:39:23;bed right, pressure mat OFF
2008-11-20 02:39:24;bed right, pressure mat ON
2008-11-20 02:39:25;bed right, pressure mat OFF
2008-11-20 02:39:27;bed right, pressure mat ON
2008-11-20 02:39:28;bed right, pressure mat OFF
2008-11-20 02:39:30;bed right, pressure mat ON
2008-11-20 02:39:32;bed right, pressure mat OFF
2008-11-20 02:39:34;bed right, pressure mat ON
2008-11-20 02:39:36;bed right, pressure mat OFF
2008-11-20 02:39:37;bed right, pressure mat ON
2008-11-20 02:39:38;bed right, pressure mat OFF
2008-11-20 02:39:41;bed right, pressure mat ON
2008-11-20 02:39:42;bed right, pressure mat OFF
2008-11-20 02:39:44;bed right, pressure mat ON
2008-11-20 02:39:45;bed right, pressure mat OFF
2008-11-20 02:39:46;bed right, pressure mat ON
2008-11-20 02:39:47;bed right, pressure mat OFF
2008-11-20 02:39:49;bed right, pressure mat ON
2008-11-20 02:39:50;bed right, pressure mat OFF
2008-11-20 02:39:52;bed right, pressure mat ON
2008-11-20 02:39:53;bed right, pressure mat OFF
2008-11-20 02:39:54;bed right, pressure mat ON
2008-11-20 02:39:55;bed right, pressure mat OFF
2008-11-20 02:39:56;bed right, pressure mat ON
2008-11-20 02:39:57;bed right, pressure mat ON
2008-11-20 02:39:57;bed right, pressure mat OFF
2008-11-20 02:39:58;bed right, pressure mat OFF
2008-11-20 02:39:59;bed right, pressure mat ON
2008-11-20 02:40:00;bed right, pressure mat OFF
2008-11-20 02:40:03;bed right, pressure mat ON
2008-11-20 02:40:05;bed right, pressure mat OFF
2008-11-20 02:40:06;bed right, pressure mat ON
2008-11-20 02:40:07;bed right, pressure mat OFF
2008-11-20 02:40:08;bed right, pressure mat ON
2008-11-20 02:40:09;bed right, pressure mat OFF
2008-11-20 02:40:10;bed right, pressure mat ON
2008-11-20 02:40:11;bed right, pressure mat OFF
2008-11-20 02:40:15;bed right, pressure mat ON
2008-11-20 02:40:16;bed right, pressure mat ON
2008-11-20 02:40:16;bed right, pressure mat OFF
2008-11-20 02:40:17;bed right, pressure mat OFF
2008-11-20 02:40:26;bed right, pressure mat ON
2008-11-20 02:40:27;bed right, pressure mat OFF
2008-11-20 02:40:30;bed right, pressure mat ON
2008-11-20 02:40:35;bed right, pressure mat OFF
2008-11-20 02:40:36;bed right, pressure mat ON
2008-11-20 02:40:37;bed right, pressure mat OFF
2008-11-20 02:40:38;bed right, pressure mat ON
2008-11-20 02:40:39;bed right, pressure mat OFF
2008-11-20 02:40:43;bed right, pressure mat ON
2008-11-20 02:40:45;bed right, pressure mat OFF
2008-11-20 02:40:47;bed right, pressure mat ON
2008-11-20 02:40:48;bed right, pressure mat OFF
2008-11-20 02:40:49;bed right, pressure mat ON
2008-11-20 02:40:50;bed right, pressure mat OFF
2008-11-20 02:41:00;bed right, pressure mat ON
2008-11-20 02:41:17;bed right, pressure mat OFF
2008-11-20 02:41:31;bed right, pressure mat ON
2008-11-20 02:41:32;bed right, pressure mat OFF
2008-11-20 02:41:33;bed right, pressure mat ON
2008-11-20 02:41:34;bed right, pressure mat OFF
2008-11-20 02:41:39;bed right, pressure mat ON
2008-11-20 02:41:41;bed right, pressure mat OFF
2008-11-20 02:41:44;bed right, pressure mat ON
2008-11-20 02:41:45;bed right, pressure mat OFF
2008-11-20 03:16:26;bed right, pressure mat ON
2008-11-20 03:16:27;bed right, pressure mat ON
2008-11-20 03:16:27;bed right, pressure mat OFF
2008-11-20 03:16:28;bed right, pressure mat OFF
2008-11-20 03:16:34;bed right, pressure mat ON
2008-11-20 03:16:37;bed right, pressure mat OFF
2008-11-20 03:16:38;bed right, pressure mat ON
2008-11-20 03:16:39;bed right, pressure mat OFF
2008-11-20 03:18:08;bed right, pressure mat ON
2008-11-20 03:18:09;bed right, pressure mat OFF
2008-11-20 03:18:48;bed right, pressure mat ON
2008-11-20 03:34:50;bed right, pressure mat OFF
2008-11-20 03:38:23;bed right, pressure mat ON
2008-11-20 03:38:24;bed right, pressure mat OFF
2008-11-20 03:49:06;bed right, pressure mat ON
2008-11-20 03:49:07;bed right, pressure mat OFF
2008-11-20 05:20:27;bed right, pressure mat ON
2008-11-20 05:20:28;bed right, pressure mat OFF
2008-11-20 05:20:28;bed right, pressure mat ON
2008-11-20 05:20:29;bed right, pressure mat OFF
2008-11-20 05:20:32;bed right, pressure mat ON
2008-11-20 05:20:33;bed right, pressure mat OFF
2008-11-20 05:20:42;bed right, pressure mat ON
2008-11-20 05:20:43;bed right, pressure mat OFF
2008-11-20 05:20:53;bed right, pressure mat ON
2008-11-20 05:20:54;bed right, pressure mat OFF
2008-11-20 05:21:02;bed right, pressure mat ON
2008-11-20 05:21:03;bed right, pressure mat OFF
2008-11-20 05:21:08;bed right, pressure mat ON
2008-11-20 05:21:09;bed right, pressure mat OFF
2008-11-20 05:21:24;bed right, pressure mat ON
2008-11-20 05:21:25;bed right, pressure mat OFF
